timestamp,node_id,tier,anomaly_score,alert_level,message
2026-01-01 05:20:00,N_GNSS_06,GNSS,0.0,WARNING,Abnormal deformation pattern detected at N_GNSS_06 (GNSS tier).
2026-01-01 05:20:00,N_GNSS_04,GNSS,0.016,WARNING,Abnormal deformation pattern detected at N_GNSS_04 (GNSS tier).
2026-01-01 05:30:00,N_GNSS_01,GNSS,0.003,WARNING,Abnormal deformation pattern detected at N_GNSS_01 (GNSS tier).
2026-01-01 05:30:00,N_LITE_03,Lite,0.032,CRITICAL,Abnormal deformation pattern detected at N_LITE_03 (Lite tier).
2026-01-01 05:40:00,N_LITE_04,Lite,0.038,WARNING,Abnormal deformation pattern detected at N_LITE_04 (Lite tier).
2026-01-01 05:50:00,N_CRACK_03,Crack,0.34,CRITICAL,Abnormal deformation pattern detected at N_CRACK_03 (Crack tier).
2026-01-01 06:00:00,N_LITE_06,Lite,0.034,WARNING,Abnormal deformation pattern detected at N_LITE_06 (Lite tier).
2026-01-01 06:30:00,N_FULL_06,Full,0.031,WARNING,Abnormal deformation pattern detected at N_FULL_06 (Full tier).
2026-01-01 06:30:00,N_LITE_06,Lite,0.048,WARNING,Abnormal deformation pattern detected at N_LITE_06 (Lite tier).
2026-01-01 06:30:00,N_LITE_02,Lite,0.1,WARNING,Abnormal deformation pattern detected at N_LITE_02 (Lite tier).
2026-01-01 06:50:00,N_GNSS_05,GNSS,0.034,WARNING,Abnormal deformation pattern detected at N_GNSS_05 (GNSS tier).
2026-01-01 06:50:00,N_CRACK_03,Crack,0.048,CRITICAL,Abnormal deformation pattern detected at N_CRACK_03 (Crack tier).
2026-01-01 07:00:00,N_GNSS_01,GNSS,0.032,WARNING,Abnormal deformation pattern detected at N_GNSS_01 (GNSS tier).
2026-01-01 07:00:00,N_LITE_06,Lite,0.008,WARNING,Abnormal deformation pattern detected at N_LITE_06 (Lite tier).
2026-01-01 07:00:00,N_GNSS_05,GNSS,0.022,WARNING,Abnormal deformation pattern detected at N_GNSS_05 (GNSS tier).
2026-01-01 07:00:00,N_LITE_02,Lite,0.076,WARNING,Abnormal deformation pattern detected at N_LITE_02 (Lite tier).
2026-01-01 07:10:00,N_CRACK_03,Crack,0.125,CRITICAL,Abnormal deformation pattern detected at N_CRACK_03 (Crack tier).
2026-01-01 07:10:00,N_CRACK_05,Crack,0.322,WARNING,Abnormal deformation pattern detected at N_CRACK_05 (Crack tier).
2026-01-01 07:10:00,N_GNSS_01,GNSS,0.027,WARNING,Abnormal deformation pattern detected at N_GNSS_01 (GNSS tier).
2026-01-01 07:20:00,N_FULL_03,Full,0.001,CRITICAL,Abnormal deformation pattern detected at N_FULL_03 (Full tier).
2026-01-01 07:30:00,N_FULL_03,Full,0.169,CRITICAL,Abnormal deformation pattern detected at N_FULL_03 (Full tier).
2026-01-01 07:40:00,N_LITE_03,Lite,0.053,CRITICAL,Abnormal deformation pattern detected at N_LITE_03 (Lite tier).
2026-01-01 07:50:00,N_FULL_01,Full,0.04,WARNING,Abnormal deformation pattern detected at N_FULL_01 (Full tier).
2026-01-01 07:50:00,N_LITE_01,Lite,0.009,WARNING,Abnormal deformation pattern detected at N_LITE_01 (Lite tier).
2026-01-01 07:50:00,N_GNSS_04,GNSS,0.063,WARNING,Abnormal deformation pattern detected at N_GNSS_04 (GNSS tier).
2026-01-01 07:50:00,N_GNSS_01,GNSS,0.115,WARNING,Abnormal deformation pattern detected at N_GNSS_01 (GNSS tier).
2026-01-01 08:00:00,N_GNSS_03,GNSS,0.087,CRITICAL,Abnormal deformation pattern detected at N_GNSS_03 (GNSS tier).
2026-01-01 08:00:00,N_LITE_03,Lite,0.131,CRITICAL,Abnormal deformation pattern detected at N_LITE_03 (Lite tier).
2026-01-01 08:00:00,N_CRACK_01,Crack,0.324,WARNING,Abnormal deformation pattern detected at N_CRACK_01 (Crack tier).
2026-01-01 08:00:00,N_FULL_03,Full,0.051,CRITICAL,Abnormal deformation pattern detected at N_FULL_03 (Full tier).
2026-01-01 08:10:00,N_LITE_03,Lite,0.042,CRITICAL,Abnormal deformation pattern detected at N_LITE_03 (Lite tier).
2026-01-01 08:10:00,N_CRACK_03,Crack,0.159,CRITICAL,Abnormal deformation pattern detected at N_CRACK_03 (Crack tier).
2026-01-01 08:20:00,N_GNSS_04,GNSS,0.005,WARNING,Abnormal deformation pattern detected at N_GNSS_04 (GNSS tier).
2026-01-01 08:30:00,N_CRACK_03,Crack,0.125,CRITICAL,Abnormal deformation pattern detected at N_CRACK_03 (Crack tier).
2026-01-01 08:30:00,N_FULL_03,Full,0.079,CRITICAL,Abnormal deformation pattern detected at N_FULL_03 (Full tier).
2026-01-01 08:40:00,N_LITE_01,Lite,0.099,WARNING,Abnormal deformation pattern detected at N_LITE_01 (Lite tier).
2026-01-01 08:40:00,N_FULL_01,Full,0.042,WARNING,Abnormal deformation pattern detected at N_FULL_01 (Full tier).
2026-01-01 08:50:00,N_FULL_03,Full,0.056,CRITICAL,Abnormal deformation pattern detected at N_FULL_03 (Full tier).
2026-01-01 08:50:00,N_LITE_01,Lite,0.021,WARNING,Abnormal deformation pattern detected at N_LITE_01 (Lite tier).
2026-01-01 08:50:00,N_CRACK_03,Crack,0.022,CRITICAL,Abnormal deformation pattern detected at N_CRACK_03 (Crack tier).
2026-01-01 09:00:00,N_CRACK_03,Crack,0.011,CRITICAL,Abnormal deformation pattern detected at N_CRACK_03 (Crack tier).
2026-01-01 09:10:00,N_FULL_01,Full,0.182,WARNING,Abnormal deformation pattern detected at N_FULL_01 (Full tier).
2026-01-01 09:10:00,N_FULL_03,Full,0.068,CRITICAL,Abnormal deformation pattern detected at N_FULL_03 (Full tier).
2026-01-01 09:10:00,N_CRACK_05,Crack,0.078,WARNING,Abnormal deformation pattern detected at N_CRACK_05 (Crack tier).
2026-01-01 09:20:00,N_FULL_05,Full,0.023,WARNING,Abnormal deformation pattern detected at N_FULL_05 (Full tier).
2026-01-01 09:30:00,N_LITE_02,Lite,0.02,WARNING,Abnormal deformation pattern detected at N_LITE_02 (Lite tier).
2026-01-01 09:30:00,N_FULL_01,Full,0.032,WARNING,Abnormal deformation pattern detected at N_FULL_01 (Full tier).
2026-01-01 09:40:00,N_CRACK_03,Crack,0.219,CRITICAL,Abnormal deformation pattern detected at N_CRACK_03 (Crack tier).
2026-01-01 09:40:00,N_LITE_05,Lite,0.027,WARNING,Abnormal deformation pattern detected at N_LITE_05 (Lite tier).
2026-01-01 09:40:00,N_LITE_03,Lite,0.002,CRITICAL,Abnormal deformation pattern detected at N_LITE_03 (Lite tier).
2026-01-01 09:50:00,N_FULL_03,Full,0.071,CRITICAL,Abnormal deformation pattern detected at N_FULL_03 (Full tier).
2026-01-01 09:50:00,N_CRACK_03,Crack,0.219,CRITICAL,Abnormal deformation pattern detected at N_CRACK_03 (Crack tier).
2026-01-01 09:50:00,N_CRACK_05,Crack,0.076,WARNING,Abnormal deformation pattern detected at N_CRACK_05 (Crack tier).
2026-01-01 10:00:00,N_CRACK_03,Crack,0.239,CRITICAL,Abnormal deformation pattern detected at N_CRACK_03 (Crack tier).
2026-01-01 10:00:00,N_CRACK_02,Crack,0.022,WARNING,Abnormal deformation pattern detected at N_CRACK_02 (Crack tier).
2026-01-01 10:10:00,N_FULL_03,Full,0.041,CRITICAL,Abnormal deformation pattern detected at N_FULL_03 (Full tier).
2026-01-01 10:10:00,N_LITE_05,Lite,0.03,WARNING,Abnormal deformation pattern detected at N_LITE_05 (Lite tier).
2026-01-01 10:10:00,N_GNSS_05,GNSS,0.032,WARNING,Abnormal deformation pattern detected at N_GNSS_05 (GNSS tier).
2026-01-01 10:20:00,N_CRACK_03,Crack,0.016,CRITICAL,Abnormal deformation pattern detected at N_CRACK_03 (Crack tier).
2026-01-01 10:20:00,N_GNSS_05,GNSS,0.013,WARNING,Abnormal deformation pattern detected at N_GNSS_05 (GNSS tier).
2026-01-01 10:20:00,N_FULL_03,Full,0.033,CRITICAL,Abnormal deformation pattern detected at N_FULL_03 (Full tier).
2026-01-01 10:30:00,N_FULL_03,Full,0.052,CRITICAL,Abnormal deformation pattern detected at N_FULL_03 (Full tier).
2026-01-01 10:30:00,N_FULL_02,Full,0.001,WARNING,Abnormal deformation pattern detected at N_FULL_02 (Full tier).
2026-01-01 10:30:00,N_GNSS_02,GNSS,0.079,WARNING,Abnormal deformation pattern detected at N_GNSS_02 (GNSS tier).
2026-01-01 10:30:00,N_CRACK_05,Crack,0.087,WARNING,Abnormal deformation pattern detected at N_CRACK_05 (Crack tier).
2026-01-01 10:40:00,N_GNSS_02,GNSS,0.044,WARNING,Abnormal deformation pattern detected at N_GNSS_02 (GNSS tier).
2026-01-01 10:40:00,N_CRACK_02,Crack,0.005,WARNING,Abnormal deformation pattern detected at N_CRACK_02 (Crack tier).
2026-01-01 10:40:00,N_CRACK_03,Crack,0.115,CRITICAL,Abnormal deformation pattern detected at N_CRACK_03 (Crack tier).
2026-01-01 10:40:00,N_CRACK_05,Crack,0.13,WARNING,Abnormal deformation pattern detected at N_CRACK_05 (Crack tier).
2026-01-01 10:40:00,N_FULL_02,Full,0.015,WARNING,Abnormal deformation pattern detected at N_FULL_02 (Full tier).
2026-01-01 10:40:00,N_FULL_01,Full,0.016,WARNING,Abnormal deformation pattern detected at N_FULL_01 (Full tier).
2026-01-01 10:50:00,N_CRACK_01,Crack,0.08,WARNING,Abnormal deformation pattern detected at N_CRACK_01 (Crack tier).
2026-01-01 10:50:00,N_CRACK_03,Crack,0.018,CRITICAL,Abnormal deformation pattern detected at N_CRACK_03 (Crack tier).
2026-01-01 10:50:00,N_CRACK_05,Crack,0.017,WARNING,Abnormal deformation pattern detected at N_CRACK_05 (Crack tier).
2026-01-01 11:00:00,N_CRACK_06,Crack,0.017,WARNING,Abnormal deformation pattern detected at N_CRACK_06 (Crack tier).
2026-01-01 11:00:00,N_CRACK_05,Crack,0.017,WARNING,Abnormal deformation pattern detected at N_CRACK_05 (Crack tier).
2026-01-01 11:00:00,N_CRACK_01,Crack,0.008,WARNING,Abnormal deformation pattern detected at N_CRACK_01 (Crack tier).
2026-01-01 11:00:00,N_GNSS_04,GNSS,0.013,WARNING,Abnormal deformation pattern detected at N_GNSS_04 (GNSS tier).
2026-01-01 11:00:00,N_GNSS_06,GNSS,0.076,WARNING,Abnormal deformation pattern detected at N_GNSS_06 (GNSS tier).
2026-01-01 11:00:00,N_CRACK_03,Crack,0.015,CRITICAL,Abnormal deformation pattern detected at N_CRACK_03 (Crack tier).
2026-01-01 11:00:00,N_FULL_03,Full,0.034,CRITICAL,Abnormal deformation pattern detected at N_FULL_03 (Full tier).
2026-01-01 11:10:00,N_GNSS_05,GNSS,0.019,WARNING,Abnormal deformation pattern detected at N_GNSS_05 (GNSS tier).
2026-01-01 11:10:00,N_LITE_03,Lite,0.026,CRITICAL,Abnormal deformation pattern detected at N_LITE_03 (Lite tier).
2026-01-01 11:10:00,N_CRACK_06,Crack,0.1,WARNING,Abnormal deformation pattern detected at N_CRACK_06 (Crack tier).
2026-01-01 11:10:00,N_LITE_04,Lite,0.076,WARNING,Abnormal deformation pattern detected at N_LITE_04 (Lite tier).
2026-01-01 11:10:00,N_FULL_05,Full,0.11,WARNING,Abnormal deformation pattern detected at N_FULL_05 (Full tier).
2026-01-01 11:10:00,N_GNSS_06,GNSS,0.153,WARNING,Abnormal deformation pattern detected at N_GNSS_06 (GNSS tier).
2026-01-01 11:20:00,N_FULL_03,Full,0.056,CRITICAL,Abnormal deformation pattern detected at N_FULL_03 (Full tier).
2026-01-01 11:20:00,N_FULL_05,Full,0.013,WARNING,Abnormal deformation pattern detected at N_FULL_05 (Full tier).
2026-01-01 11:20:00,N_GNSS_02,GNSS,0.022,WARNING,Abnormal deformation pattern detected at N_GNSS_02 (GNSS tier).
2026-01-01 11:20:00,N_GNSS_06,GNSS,0.007,WARNING,Abnormal deformation pattern detected at N_GNSS_06 (GNSS tier).
2026-01-01 11:30:00,N_FULL_01,Full,0.006,WARNING,Abnormal deformation pattern detected at N_FULL_01 (Full tier).
2026-01-01 11:30:00,N_CRACK_01,Crack,0.012,WARNING,Abnormal deformation pattern detected at N_CRACK_01 (Crack tier).
2026-01-01 11:30:00,N_CRACK_03,Crack,0.001,CRITICAL,Abnormal deformation pattern detected at N_CRACK_03 (Crack tier).
2026-01-01 11:30:00,N_CRACK_02,Crack,0.196,WARNING,Abnormal deformation pattern detected at N_CRACK_02 (Crack tier).
2026-01-01 11:30:00,N_CRACK_06,Crack,0.123,WARNING,Abnormal deformation pattern detected at N_CRACK_06 (Crack tier).
2026-01-01 11:40:00,N_LITE_03,Lite,0.036,CRITICAL,Abnormal deformation pattern detected at N_LITE_03 (Lite tier).
2026-01-01 11:40:00,N_CRACK_01,Crack,0.002,WARNING,Abnormal deformation pattern detected at N_CRACK_01 (Crack tier).
2026-01-01 11:40:00,N_CRACK_03,Crack,0.019,CRITICAL,Abnormal deformation pattern detected at N_CRACK_03 (Crack tier).
2026-01-01 11:40:00,N_FULL_05,Full,0.002,WARNING,Abnormal deformation pattern detected at N_FULL_05 (Full tier).
2026-01-01 11:50:00,N_FULL_03,Full,0.024,CRITICAL,Abnormal deformation pattern detected at N_FULL_03 (Full tier).
2026-01-01 12:00:00,N_LITE_06,Lite,0.002,WARNING,Abnormal deformation pattern detected at N_LITE_06 (Lite tier).
2026-01-01 12:00:00,N_CRACK_03,Crack,0.157,CRITICAL,Abnormal deformation pattern detected at N_CRACK_03 (Crack tier).
2026-01-01 12:00:00,N_CRACK_01,Crack,0.005,WARNING,Abnormal deformation pattern detected at N_CRACK_01 (Crack tier).
2026-01-01 12:00:00,N_FULL_03,Full,0.032,CRITICAL,Abnormal deformation pattern detected at N_FULL_03 (Full tier).
2026-01-01 12:10:00,N_LITE_05,Lite,0.009,WARNING,Abnormal deformation pattern detected at N_LITE_05 (Lite tier).
2026-01-01 12:20:00,N_FULL_05,Full,0.017,WARNING,Abnormal deformation pattern detected at N_FULL_05 (Full tier).
2026-01-01 12:20:00,N_CRACK_06,Crack,0.002,WARNING,Abnormal deformation pattern detected at N_CRACK_06 (Crack tier).
2026-01-01 12:30:00,N_FULL_03,Full,0.085,CRITICAL,Abnormal deformation pattern detected at N_FULL_03 (Full tier).
2026-01-01 12:30:00,N_GNSS_04,GNSS,0.078,WARNING,Abnormal deformation pattern detected at N_GNSS_04 (GNSS tier).
2026-01-01 12:40:00,N_GNSS_01,GNSS,0.031,WARNING,Abnormal deformation pattern detected at N_GNSS_01 (GNSS tier).
2026-01-01 12:40:00,N_CRACK_04,Crack,0.007,WARNING,Abnormal deformation pattern detected at N_CRACK_04 (Crack tier).
2026-01-01 12:40:00,N_FULL_01,Full,0.007,WARNING,Abnormal deformation pattern detected at N_FULL_01 (Full tier).
2026-01-01 12:40:00,N_LITE_01,Lite,0.089,WARNING,Abnormal deformation pattern detected at N_LITE_01 (Lite tier).
2026-01-01 12:50:00,N_CRACK_06,Crack,0.008,WARNING,Abnormal deformation pattern detected at N_CRACK_06 (Crack tier).
2026-01-01 12:50:00,N_LITE_01,Lite,0.044,WARNING,Abnormal deformation pattern detected at N_LITE_01 (Lite tier).
2026-01-01 12:50:00,N_FULL_01,Full,0.15,WARNING,Abnormal deformation pattern detected at N_FULL_01 (Full tier).
2026-01-01 12:50:00,N_FULL_02,Full,0.01,WARNING,Abnormal deformation pattern detected at N_FULL_02 (Full tier).
2026-01-01 12:50:00,N_CRACK_01,Crack,0.072,WARNING,Abnormal deformation pattern detected at N_CRACK_01 (Crack tier).
2026-01-01 12:50:00,N_LITE_03,Lite,0.087,CRITICAL,Abnormal deformation pattern detected at N_LITE_03 (Lite tier).
2026-01-01 13:00:00,N_CRACK_03,Crack,0.078,CRITICAL,Abnormal deformation pattern detected at N_CRACK_03 (Crack tier).
2026-01-01 13:00:00,N_CRACK_06,Crack,0.016,WARNING,Abnormal deformation pattern detected at N_CRACK_06 (Crack tier).
2026-01-01 13:00:00,N_FULL_05,Full,0.004,WARNING,Abnormal deformation pattern detected at N_FULL_05 (Full tier).
2026-01-01 13:00:00,N_FULL_02,Full,0.034,WARNING,Abnormal deformation pattern detected at N_FULL_02 (Full tier).
2026-01-01 13:00:00,N_LITE_03,Lite,0.035,CRITICAL,Abnormal deformation pattern detected at N_LITE_03 (Lite tier).
2026-01-01 13:10:00,N_CRACK_01,Crack,0.01,WARNING,Abnormal deformation pattern detected at N_CRACK_01 (Crack tier).
2026-01-01 13:10:00,N_FULL_01,Full,0.002,WARNING,Abnormal deformation pattern detected at N_FULL_01 (Full tier).
2026-01-01 13:10:00,N_FULL_02,Full,0.027,WARNING,Abnormal deformation pattern detected at N_FULL_02 (Full tier).
2026-01-01 13:10:00,N_CRACK_06,Crack,0.002,WARNING,Abnormal deformation pattern detected at N_CRACK_06 (Crack tier).
2026-01-01 13:20:00,N_FULL_01,Full,0.024,WARNING,Abnormal deformation pattern detected at N_FULL_01 (Full tier).
2026-01-01 13:20:00,N_CRACK_04,Crack,0.14,WARNING,Abnormal deformation pattern detected at N_CRACK_04 (Crack tier).
2026-01-01 13:20:00,N_CRACK_03,Crack,0.08,CRITICAL,Abnormal deformation pattern detected at N_CRACK_03 (Crack tier).
2026-01-01 13:30:00,N_CRACK_02,Crack,0.008,WARNING,Abnormal deformation pattern detected at N_CRACK_02 (Crack tier).
2026-01-01 13:30:00,N_CRACK_01,Crack,0.148,WARNING,Abnormal deformation pattern detected at N_CRACK_01 (Crack tier).
2026-01-01 13:40:00,N_CRACK_01,Crack,0.025,WARNING,Abnormal deformation pattern detected at N_CRACK_01 (Crack tier).
2026-01-01 13:40:00,N_FULL_03,Full,0.026,CRITICAL,Abnormal deformation pattern detected at N_FULL_03 (Full tier).
2026-01-01 13:40:00,N_LITE_06,Lite,0.023,WARNING,Abnormal deformation pattern detected at N_LITE_06 (Lite tier).
2026-01-01 13:40:00,N_CRACK_06,Crack,0.121,WARNING,Abnormal deformation pattern detected at N_CRACK_06 (Crack tier).
2026-01-01 13:40:00,N_GNSS_02,GNSS,0.016,WARNING,Abnormal deformation pattern detected at N_GNSS_02 (GNSS tier).
2026-01-01 13:50:00,N_LITE_02,Lite,0.025,WARNING,Abnormal deformation pattern detected at N_LITE_02 (Lite tier).
