timestamp,node_id,node_tier,latitude,longitude,elevation_m,vertical_displacement_mm,horizontal_displacement_mm,vertical_displacement_rate_mm_per_time,horizontal_displacement_rate_mm_per_time,tilt_x_deg,tilt_y_deg,tilt_magnitude_deg,tilt_change_deg,tilt_rate_deg_per_time
2026-01-01 00:20:00,N_GNSS_02,GNSS Reference,23.74284997,86.41315019,247.8501,-0.113,20.175,-0.18,-33.319,0.029392,-0.017516,0.034215,-0.000602,-0.003611
2026-01-01 00:20:00,N_GNSS_03,GNSS Reference,23.74155004,86.41405032,243.5995,0.504,32.806,6.641,8.906,0.030201,-0.01729,0.0348,0.00132,0.007922
2026-01-01 00:20:00,N_GNSS_04,GNSS Reference,23.74329999,86.41470021,249.1006,-0.604,21.537,-2.906,-30.959,0.031815,-0.017193,0.036164,0.001868,0.011207
2026-01-01 00:20:00,N_GNSS_05,GNSS Reference,23.7409501,86.41300025,241.7504,-0.389,28.118,-5.262,-17.762,0.031375,-0.016328,0.03537,0.00106,0.006362
2026-01-01 00:20:00,N_GNSS_06,GNSS Reference,23.74385007,86.41205027,251.3509,-0.892,28.948,-5.407,-1.102,0.028201,-0.015927,0.032387,-0.002222,-0.013334
2026-01-01 00:30:00,N_GNSS_01,GNSS Reference,23.74210001,86.41230028,245.1996,0.427,28.77,-5.262,19.928,0.030318,-0.017356,0.034934,-0.00066,-0.003962
2026-01-01 00:30:00,N_GNSS_02,GNSS Reference,23.74285006,86.4131503,247.8505,-0.497,31.722,-2.307,69.277,0.032265,-0.015793,0.035923,0.001708,0.010245
2026-01-01 00:30:00,N_GNSS_03,GNSS Reference,23.74154998,86.41405027,243.5991,0.872,27.336,2.209,-32.817,0.03148,-0.017422,0.03598,0.001179,0.007077
2026-01-01 00:30:00,N_GNSS_04,GNSS Reference,23.74330003,86.41470032,249.0993,0.746,32.861,8.098,67.949,0.030729,-0.018581,0.03591,-0.000254,-0.001522
2026-01-01 00:30:00,N_GNSS_05,GNSS Reference,23.74095002,86.41300027,241.7504,-0.379,27.772,0.063,-2.076,0.029765,-0.015483,0.033551,-0.001819,-0.010912
2026-01-01 00:30:00,N_GNSS_06,GNSS Reference,23.74384989,86.41205028,251.3492,0.825,31.314,10.3,14.198,0.029435,-0.016859,0.033921,0.001534,0.009204
2026-01-01 00:40:00,N_GNSS_01,GNSS Reference,23.74209986,86.41230028,245.2012,-1.163,32.77,-9.543,24.0,0.032261,-0.016845,0.036394,0.00146,0.00876
2026-01-01 00:40:00,N_GNSS_02,GNSS Reference,23.74285009,86.41315019,247.8499,0.139,21.432,3.817,-61.735,0.031365,-0.016553,0.035465,-0.000458,-0.002747
2026-01-01 00:40:00,N_GNSS_03,GNSS Reference,23.74155009,86.41405038,243.5979,2.145,39.477,7.642,72.846,0.030933,-0.017369,0.035476,-0.000504,-0.003025
2026-01-01 00:40:00,N_GNSS_04,GNSS Reference,23.74330001,86.41470038,249.1006,-0.573,38.97,-7.914,36.651,0.032328,-0.016343,0.036224,0.000313,0.001881
2026-01-01 00:40:00,N_GNSS_05,GNSS Reference,23.74094993,86.41300021,241.7503,-0.269,22.176,0.657,-33.575,0.030596,-0.016724,0.034868,0.001317,0.007905
2026-01-01 00:40:00,N_GNSS_06,GNSS Reference,23.7438501,86.41205023,251.3509,-0.895,25.89,-10.317,-32.543,0.030233,-0.017055,0.034712,0.00079,0.004742
2026-01-01 00:50:00,N_GNSS_01,GNSS Reference,23.74210008,86.41230028,245.2008,-0.803,30.284,2.163,-14.919,0.031829,-0.017196,0.036178,-0.000217,-0.0013
2026-01-01 00:50:00,N_GNSS_02,GNSS Reference,23.74285015,86.41315023,247.8489,1.073,28.299,5.603,41.202,0.030338,-0.016549,0.034558,-0.000906,-0.005439
2026-01-01 00:50:00,N_GNSS_03,GNSS Reference,23.7415501,86.41405014,243.5999,0.124,18.049,-12.129,-128.57,0.031033,-0.016021,0.034924,-0.000551,-0.003307
2026-01-01 00:50:00,N_GNSS_04,GNSS Reference,23.74330005,86.41470012,249.0996,0.433,13.344,6.041,-153.755,0.030786,-0.015097,0.034289,-0.001935,-0.01161
2026-01-01 00:50:00,N_GNSS_05,GNSS Reference,23.74095008,86.41300038,241.7477,2.304,40.027,15.442,107.105,0.030789,-0.015823,0.034617,-0.000251,-0.001507
2026-01-01 00:50:00,N_GNSS_06,GNSS Reference,23.74385004,86.41205029,251.3498,0.206,29.991,6.606,24.604,0.030684,-0.017413,0.035281,0.000569,0.003415
2026-01-01 01:00:00,N_GNSS_01,GNSS Reference,23.7421001,86.41230019,245.1995,0.49,22.223,7.759,-48.363,0.031388,-0.015867,0.03517,-0.001007,-0.006043
2026-01-01 01:00:00,N_GNSS_02,GNSS Reference,23.74285013,86.41315022,247.8511,-1.093,26.813,-12.996,-8.92,0.032394,-0.016637,0.036416,0.001858,0.011147
2026-01-01 01:00:00,N_GNSS_03,GNSS Reference,23.74155,86.41405026,243.6003,-0.255,26.19,-2.274,48.845,0.031566,-0.016343,0.035546,0.000621,0.003727
2026-01-01 01:00:00,N_GNSS_04,GNSS Reference,23.74330002,86.41470027,249.0996,0.376,27.489,-0.343,84.871,0.031283,-0.016658,0.035442,0.001153,0.006918
2026-01-01 01:00:00,N_GNSS_05,GNSS Reference,23.74095001,86.41300036,241.7501,-0.111,36.898,-14.495,-18.772,0.032328,-0.016559,0.036322,0.001705,0.010231
2026-01-01 01:00:00,N_GNSS_06,GNSS Reference,23.74385007,86.41205021,251.3502,-0.174,22.88,-2.28,-42.665,0.029058,-0.016921,0.033625,-0.001656,-0.009934
2026-01-01 01:10:00,N_GNSS_01,GNSS Reference,23.74210008,86.41230028,245.1981,1.874,29.664,8.305,44.645,0.031673,-0.018116,0.036487,0.001317,0.007902
2026-01-01 01:10:00,N_GNSS_02,GNSS Reference,23.74285005,86.41315016,247.8473,2.699,17.365,22.751,-56.688,0.032245,-0.016237,0.036102,-0.000314,-0.001886
2026-01-01 01:10:00,N_GNSS_03,GNSS Reference,23.74155014,86.41405025,243.5992,0.792,29.775,6.284,21.513,0.030894,-0.017257,0.035386,-0.000159,-0.000955
2026-01-01 01:10:00,N_GNSS_04,GNSS Reference,23.74330006,86.41470016,249.0985,1.501,18.083,6.746,-56.434,0.029916,-0.017222,0.034519,-0.000923,-0.005537
2026-01-01 01:10:00,N_GNSS_05,GNSS Reference,23.74095026,86.41300027,241.7494,0.554,39.822,3.992,17.545,0.031794,-0.018137,0.036604,0.000281,0.001688
2026-01-01 01:10:00,N_GNSS_06,GNSS Reference,23.74385009,86.41205017,251.3472,2.786,19.818,17.76,-18.371,0.031892,-0.017166,0.036218,0.002593,0.015559
2026-01-01 01:20:00,N_GNSS_01,GNSS Reference,23.74210009,86.41230035,245.198,1.963,37.379,0.528,46.289,0.033233,-0.017651,0.03763,0.001142,0.006855
2026-01-01 01:20:00,N_GNSS_02,GNSS Reference,23.74285012,86.41315023,247.8491,0.867,27.382,-10.988,60.1,0.031381,-0.019955,0.037188,0.001086,0.006517
2026-01-01 01:20:00,N_GNSS_03,GNSS Reference,23.74155014,86.41405017,243.6023,-2.302,23.174,-18.565,-39.606,0.030838,-0.016524,0.034986,-0.000401,-0.002404
2026-01-01 01:20:00,N_GNSS_04,GNSS Reference,23.74330023,86.4147003,249.0997,0.282,39.474,-7.313,128.344,0.032355,-0.017961,0.037006,0.002487,0.014922
2026-01-01 01:20:00,N_GNSS_05,GNSS Reference,23.74095008,86.4130001,241.7512,-1.19,13.398,-10.466,-158.546,0.029875,-0.01695,0.034349,-0.002255,-0.01353
2026-01-01 01:20:00,N_GNSS_06,GNSS Reference,23.74385016,86.41205021,251.3465,3.461,28.063,4.047,49.468,0.030705,-0.015685,0.034479,-0.001739,-0.010435
2026-01-01 01:30:00,N_GNSS_01,GNSS Reference,23.74210006,86.41230019,245.2005,-0.518,20.301,-14.885,-102.468,0.032954,-0.017428,0.037279,-0.000351,-0.002106
2026-01-01 01:30:00,N_GNSS_02,GNSS Reference,23.74285008,86.41315028,247.8531,-3.103,29.437,-23.82,12.332,0.030569,-0.016285,0.034636,-0.002552,-0.01531
2026-01-01 01:30:00,N_GNSS_03,GNSS Reference,23.74155018,86.41405016,243.5999,0.135,25.844,14.62,16.017,0.031713,-0.019426,0.037189,0.002203,0.013221
2026-01-01 01:30:00,N_GNSS_04,GNSS Reference,23.74330006,86.4147003,249.0981,1.916,31.44,9.808,-48.205,0.031638,-0.018372,0.036585,-0.000421,-0.002525
2026-01-01 01:30:00,N_GNSS_05,GNSS Reference,23.74095002,86.41300024,241.7496,0.371,24.343,9.367,65.671,0.03239,-0.016245,0.036236,0.001887,0.011322
2026-01-01 01:30:00,N_GNSS_06,GNSS Reference,23.74385016,86.41205022,251.3512,-1.22,28.433,-28.084,2.221,0.030976,-0.016088,0.034905,0.000426,0.002553
2026-01-01 01:40:00,N_GNSS_01,GNSS Reference,23.74210013,86.41230016,245.1994,0.613,22.084,6.787,10.7,0.032672,-0.017683,0.03715,-0.000129,-0.000772
2026-01-01 01:40:00,N_GNSS_02,GNSS Reference,23.7428501,86.41315021,247.8495,0.547,24.14,21.899,-31.781,0.02922,-0.017683,0.034154,-0.000483,-0.002896
2026-01-01 01:40:00,N_GNSS_03,GNSS Reference,23.74155014,86.41405022,243.6009,-0.944,27.018,-6.471,7.047,0.031185,-0.018957,0.036495,-0.000694,-0.004166
2026-01-01 01:40:00,N_GNSS_04,GNSS Reference,23.74330021,86.41470006,249.1003,-0.333,23.756,-13.497,-46.103,0.032884,-0.018123,0.037548,0.000962,0.005774
2026-01-01 01:40:00,N_GNSS_05,GNSS Reference,23.74095018,86.4130002,241.7484,1.552,28.77,7.086,26.562,0.031332,-0.017867,0.036068,-0.000168,-0.001006
2026-01-01 01:40:00,N_GNSS_06,GNSS Reference,23.74385012,86.41205025,251.3512,-1.236,28.733,-0.096,1.802,0.032884,-0.018156,0.037563,0.002659,0.015951
2026-01-01 01:50:00,N_GNSS_01,GNSS Reference,23.74210009,86.4123002,245.1978,2.23,22.894,9.705,4.855,0.032961,-0.017413,0.037277,0.000127,0.000764
2026-01-01 01:50:00,N_GNSS_02,GNSS Reference,23.74285029,86.41315017,247.8514,-1.404,36.766,-11.708,75.759,0.032023,-0.018184,0.036826,0.002672,0.016031
2026-01-01 01:50:00,N_GNSS_03,GNSS Reference,23.7415502,86.41405029,243.5992,0.781,36.98,10.349,59.767,0.029937,-0.019166,0.035547,-0.000948,-0.005687
2026-01-01 01:50:00,N_GNSS_04,GNSS Reference,23.74330019,86.41470019,249.0981,1.882,28.03,13.289,25.645,0.032464,-0.017701,0.036976,-0.000571,-0.003428
2026-01-01 01:50:00,N_GNSS_05,GNSS Reference,23.74095022,86.41300025,241.7493,0.656,35.409,-5.378,39.83,0.031935,-0.017191,0.036268,0.0002,0.001199
2026-01-01 01:50:00,N_GNSS_06,GNSS Reference,23.74385013,86.41205017,251.349,1.0,22.726,13.412,-36.043,0.030743,-0.016724,0.034998,-0.002566,-0.015394
2026-01-01 02:00:00,N_GNSS_01,GNSS Reference,23.74210024,86.41230017,245.2016,-1.613,31.833,-23.061,53.634,0.029471,-0.016959,0.034002,-0.003276,-0.019654
2026-01-01 02:00:00,N_GNSS_02,GNSS Reference,23.7428502,86.41315015,247.8484,1.583,27.292,17.923,-56.85,0.0333,-0.016899,0.037342,0.000517,0.003099
2026-01-01 02:00:00,N_GNSS_03,GNSS Reference,23.74155028,86.41405016,243.6021,-2.112,35.591,-17.359,-8.334,0.031427,-0.018341,0.036387,0.00084,0.00504
2026-01-01 02:00:00,N_GNSS_04,GNSS Reference,23.74330009,86.41470024,249.0997,0.298,26.512,-9.501,-9.109,0.03226,-0.01917,0.037526,0.00055,0.003298
2026-01-01 02:00:00,N_GNSS_05,GNSS Reference,23.74095017,86.41300022,241.7483,1.709,29.224,6.321,-37.106,0.03201,-0.018045,0.036746,0.000478,0.002869
2026-01-01 02:00:00,N_GNSS_06,GNSS Reference,23.74385017,86.41205023,251.3504,-0.35,30.27,-8.099,45.262,0.032816,-0.017429,0.037157,0.002159,0.012956
2026-01-01 02:10:00,N_GNSS_01,GNSS Reference,23.74210016,86.4123002,245.197,2.961,26.852,27.446,-29.881,0.030983,-0.018913,0.036299,0.002298,0.013786
2026-01-01 02:10:00,N_GNSS_02,GNSS Reference,23.74285013,86.41315014,247.8531,-3.093,20.127,-28.053,-42.987,0.030605,-0.016799,0.034912,-0.00243,-0.014579
2026-01-01 02:10:00,N_GNSS_03,GNSS Reference,23.74155016,86.41405025,243.599,1.044,31.05,18.934,-27.241,0.031421,-0.017475,0.035953,-0.000434,-0.002602
2026-01-01 02:10:00,N_GNSS_04,GNSS Reference,23.74330016,86.41470025,249.0989,1.121,30.506,4.934,23.966,0.031615,-0.018368,0.036564,-0.000962,-0.005774
2026-01-01 02:10:00,N_GNSS_05,GNSS Reference,23.74095013,86.41300025,241.7477,2.252,29.807,3.256,3.498,0.030711,-0.020135,0.036723,-2.3e-05,-0.000139
2026-01-01 02:10:00,N_GNSS_06,GNSS Reference,23.74385013,86.41205015,251.3492,0.821,20.87,7.027,-56.403,0.031483,-0.019421,0.036992,-0.000165,-0.000991
2026-01-01 02:20:00,N_GNSS_01,GNSS Reference,23.74210017,86.41230017,245.2019,-1.939,25.029,-29.4,-10.941,0.033022,-0.017064,0.037171,0.000872,0.005229
2026-01-01 02:20:00,N_GNSS_02,GNSS Reference,23.7428502,86.41315003,247.851,-1.001,22.766,12.551,15.835,0.032579,-0.018332,0.037382,0.00247,0.01482
2026-01-01 02:20:00,N_GNSS_03,GNSS Reference,23.74155029,86.41405017,243.6018,-1.784,36.804,-16.966,34.52,0.032661,-0.017127,0.036879,0.000926,0.005554
2026-01-01 02:20:00,N_GNSS_04,GNSS Reference,23.74329999,86.41470019,249.1003,-0.284,19.282,-8.428,-67.347,0.031789,-0.018022,0.036543,-2.1e-05,-0.000125
2026-01-01 02:20:00,N_GNSS_05,GNSS Reference,23.74095018,86.41300017,241.7484,1.638,26.032,-3.679,-22.653,0.032905,-0.017524,0.037281,0.000558,0.003347
2026-01-01 02:20:00,N_GNSS_06,GNSS Reference,23.74385021,86.41205017,251.3506,-0.608,28.617,-8.575,46.486,0.029064,-0.01834,0.034367,-0.002625,-0.015748
2026-01-01 02:30:00,N_GNSS_01,GNSS Reference,23.74210015,86.4123001,245.1983,1.711,19.896,21.899,-30.797,0.029828,-0.018385,0.035039,-0.002132,-0.012794
2026-01-01 02:30:00,N_GNSS_02,GNSS Reference,23.74285023,86.41315021,247.8511,-1.072,33.23,-0.43,62.781,0.030608,-0.017868,0.035442,-0.001941,-0.011645
2026-01-01 02:30:00,N_GNSS_03,GNSS Reference,23.7415502,86.41405014,243.6009,-0.852,27.086,5.592,-58.305,0.032209,-0.01739,0.036604,-0.000275,-0.00165
2026-01-01 02:30:00,N_GNSS_04,GNSS Reference,23.74330019,86.41470017,249.1016,-1.564,27.411,-7.677,48.773,0.029249,-0.018143,0.03442,-0.002123,-0.012739
2026-01-01 02:30:00,N_GNSS_05,GNSS Reference,23.74095016,86.41300009,241.7494,0.574,19.685,-6.385,-38.081,0.029969,-0.01757,0.034739,-0.002541,-0.015246
2026-01-01 02:30:00,N_GNSS_06,GNSS Reference,23.74385019,86.41205024,251.3514,-1.351,31.983,-4.456,20.197,0.032096,-0.016876,0.036262,0.001895,0.01137
2026-01-01 02:40:00,N_GNSS_01,GNSS Reference,23.74210019,86.41230009,245.1987,1.305,22.573,-2.438,16.062,0.031807,-0.018451,0.036772,0.001733,0.010398
2026-01-01 02:40:00,N_GNSS_02,GNSS Reference,23.74285015,86.41315006,247.8503,-0.29,17.77,4.692,-92.758,0.029024,-0.017806,0.034051,-0.001391,-0.008344
2026-01-01 02:40:00,N_GNSS_03,GNSS Reference,23.74155027,86.41405006,243.5994,0.604,30.367,8.736,19.687,0.032485,-0.017583,0.036938,0.000335,0.002007
2026-01-01 02:40:00,N_GNSS_04,GNSS Reference,23.74330011,86.4147002,249.1012,-1.211,24.179,2.118,-19.393,0.031757,-0.018556,0.036781,0.002362,0.01417
2026-01-01 02:40:00,N_GNSS_05,GNSS Reference,23.74095027,86.41300017,241.746,3.994,34.542,20.521,89.142,0.031331,-0.017888,0.036078,0.001339,0.008032
2026-01-01 02:40:00,N_GNSS_06,GNSS Reference,23.74385021,86.41205015,251.3512,-1.177,27.945,1.044,-24.233,0.031234,-0.018059,0.036079,-0.000183,-0.001097
2026-01-01 02:50:00,N_GNSS_01,GNSS Reference,23.7421002,86.41230022,245.2004,-0.359,31.139,-9.984,51.394,0.0317,-0.018812,0.036861,9e-05,0.000539
2026-01-01 02:50:00,N_GNSS_02,GNSS Reference,23.74285012,86.41314997,247.8505,-0.541,13.887,-1.505,-23.301,0.031921,-0.018426,0.036857,0.002806,0.016838
2026-01-01 02:50:00,N_GNSS_03,GNSS Reference,23.74155019,86.41404995,243.6031,-3.118,21.607,-22.336,-52.564,0.030243,-0.018636,0.035524,-0.001415,-0.008489
2026-01-01 02:50:00,N_GNSS_04,GNSS Reference,23.74330029,86.41470012,249.0976,2.444,34.311,21.93,60.796,0.031413,-0.018937,0.03668,-0.000102,-0.000609
2026-01-01 02:50:00,N_GNSS_05,GNSS Reference,23.74095024,86.41300009,241.7511,-1.094,27.775,-30.531,-40.6,0.030446,-0.018681,0.035721,-0.000358,-0.002145
2026-01-01 02:50:00,N_GNSS_06,GNSS Reference,23.74385022,86.41205012,251.3511,-1.092,27.295,0.509,-3.9,0.031403,-0.018801,0.036601,0.000522,0.003133
2026-01-01 03:00:00,N_GNSS_01,GNSS Reference,23.7421001,86.41230011,245.2004,-0.358,15.671,0.009,-92.808,0.031573,-0.019116,0.036909,4.7e-05,0.000284
2026-01-01 03:00:00,N_GNSS_02,GNSS Reference,23.74285019,86.41315005,247.8514,-1.419,21.227,-5.268,44.044,0.029951,-0.018273,0.035085,-0.001773,-0.010636
2026-01-01 03:00:00,N_GNSS_03,GNSS Reference,23.74155019,86.41405001,243.597,3.005,21.368,36.743,-1.433,0.031412,-0.019019,0.036721,0.001197,0.007184
2026-01-01 03:00:00,N_GNSS_04,GNSS Reference,23.74330016,86.4147002,249.1003,-0.323,26.957,-16.603,-44.127,0.032322,-0.018542,0.037263,0.000583,0.003498
2026-01-01 03:00:00,N_GNSS_05,GNSS Reference,23.74095015,86.4130001,241.75,0.024,19.86,6.712,-47.494,0.031143,-0.01861,0.03628,0.000559,0.003354
2026-01-01 03:00:00,N_GNSS_06,GNSS Reference,23.74385017,86.41205007,251.3512,-1.186,19.968,-0.562,-43.958,0.031695,-0.018348,0.036623,2.1e-05,0.000127
2026-01-01 03:10:00,N_GNSS_01,GNSS Reference,23.74210017,86.41230015,245.2,0.035,24.605,2.355,53.606,0.030914,-0.01995,0.036792,-0.000117,-0.0007
2026-01-01 03:10:00,N_GNSS_02,GNSS Reference,23.74285025,86.41315016,247.851,-1.033,32.478,2.32,67.504,0.029561,-0.017682,0.034446,-0.000639,-0.003833
2026-01-01 03:10:00,N_GNSS_03,GNSS Reference,23.74155025,86.41405017,243.6003,-0.302,32.965,-19.842,69.582,0.030532,-0.019754,0.036365,-0.000356,-0.002137
2026-01-01 03:10:00,N_GNSS_04,GNSS Reference,23.74330015,86.41470012,249.1032,-3.167,20.53,-17.069,-38.561,0.030303,-0.020039,0.036329,-0.000933,-0.0056
2026-01-01 03:10:00,N_GNSS_05,GNSS Reference,23.74095019,86.41300021,241.7513,-1.308,30.629,-7.996,64.617,0.030164,-0.020174,0.036288,9e-06,5.2e-05
2026-01-01 03:10:00,N_GNSS_06,GNSS Reference,23.74385026,86.41204996,251.3476,2.402,29.747,21.525,58.675,0.030037,-0.018465,0.035258,-0.001364,-0.008187
2026-01-01 03:20:00,N_GNSS_01,GNSS Reference,23.74210024,86.41230015,245.1989,1.067,31.217,6.196,39.67,0.030476,-0.018897,0.035859,-0.000933,-0.005599
2026-01-01 03:20:00,N_GNSS_02,GNSS Reference,23.7428502,86.41315005,247.8491,0.928,22.879,11.761,-57.596,0.030132,-0.018581,0.035401,0.000955,0.005729
2026-01-01 03:20:00,N_GNSS_03,GNSS Reference,23.74155021,86.41405015,243.5993,0.723,28.082,6.148,-29.299,0.029195,-0.018969,0.034816,-0.001549,-0.009292
2026-01-01 03:20:00,N_GNSS_04,GNSS Reference,23.74330019,86.4147001,249.1017,-1.689,23.574,8.87,18.263,0.030614,-0.018256,0.035644,-0.000685,-0.004111
2026-01-01 03:20:00,N_GNSS_05,GNSS Reference,23.74095024,86.41300015,241.7499,0.142,30.958,8.704,1.972,0.029061,-0.01728,0.033811,-0.002478,-0.014865
2026-01-01 03:20:00,N_GNSS_06,GNSS Reference,23.7438502,86.41205015,251.35,0.009,27.251,-14.357,-14.976,0.031304,-0.018516,0.03637,0.001112,0.006673
2026-01-01 03:30:00,N_GNSS_01,GNSS Reference,23.74210017,86.41230003,245.199,1.011,19.246,-0.336,-71.824,0.030603,-0.019486,0.036279,0.000421,0.002523
2026-01-01 03:30:00,N_GNSS_02,GNSS Reference,23.74285021,86.41315018,247.8492,0.791,29.632,-0.818,40.519,0.030452,-0.019441,0.036129,0.000728,0.004371
2026-01-01 03:30:00,N_GNSS_03,GNSS Reference,23.74155016,86.41405014,243.5981,1.876,23.101,6.92,-29.884,0.029325,-0.019002,0.034943,0.000127,0.000763
2026-01-01 03:30:00,N_GNSS_04,GNSS Reference,23.74330027,86.41470009,249.098,1.997,31.462,22.115,47.33,0.030732,-0.018832,0.036044,0.000399,0.002396
2026-01-01 03:30:00,N_GNSS_05,GNSS Reference,23.74095021,86.41300003,241.7493,0.743,24.041,3.602,-41.499,0.028126,-0.01817,0.033485,-0.000326,-0.001956
2026-01-01 03:30:00,N_GNSS_06,GNSS Reference,23.74385025,86.4120502,251.3523,-2.27,34.318,-13.674,42.4,0.030297,-0.019607,0.036088,-0.000282,-0.001693
2026-01-01 03:40:00,N_GNSS_01,GNSS Reference,23.74210015,86.41230011,245.1991,0.921,19.709,-0.54,2.78,0.028697,-0.018511,0.03415,-0.00213,-0.012778
2026-01-01 03:40:00,N_GNSS_02,GNSS Reference,23.74285018,86.41315008,247.8484,1.597,21.642,4.833,-47.939,0.031249,-0.019057,0.036601,0.000472,0.002834
2026-01-01 03:40:00,N_GNSS_03,GNSS Reference,23.74155018,86.41405008,243.6025,-2.486,21.843,-26.172,-7.547,0.029704,-0.016978,0.034214,-0.000729,-0.004377
2026-01-01 03:40:00,N_GNSS_04,GNSS Reference,23.74330026,86.4147,249.0989,1.083,29.211,-5.484,-13.506,0.030654,-0.019261,0.036203,0.000159,0.000957
2026-01-01 03:40:00,N_GNSS_05,GNSS Reference,23.74095015,86.41299994,241.7464,3.646,17.966,17.421,-36.453,0.028525,-0.018349,0.033917,0.000432,0.002592
2026-01-01 03:40:00,N_GNSS_06,GNSS Reference,23.74385026,86.41205014,251.3503,-0.278,32.59,11.954,-10.371,0.030362,-0.019721,0.036204,0.000116,0.000694
2026-01-01 03:50:00,N_GNSS_01,GNSS Reference,23.74210026,86.41230018,245.2016,-1.583,34.083,-15.024,86.242,0.029847,-0.019069,0.035418,0.001268,0.00761
2026-01-01 03:50:00,N_GNSS_02,GNSS Reference,23.7428501,86.41315007,247.8472,2.763,13.736,6.997,-47.433,0.029344,-0.019252,0.035096,-0.001506,-0.009034
2026-01-01 03:50:00,N_GNSS_03,GNSS Reference,23.74155018,86.41405006,243.6004,-0.43,20.481,12.337,-8.174,0.027941,-0.020105,0.034422,0.000208,0.00125
2026-01-01 03:50:00,N_GNSS_04,GNSS Reference,23.74330017,86.41469992,249.1002,-0.246,20.564,-7.97,-51.881,0.029327,-0.01773,0.03427,-0.001933,-0.011598
2026-01-01 03:50:00,N_GNSS_05,GNSS Reference,23.74095019,86.41300006,241.7483,1.702,22.088,-11.666,24.731,0.029289,-0.018751,0.034777,0.00086,0.005161
2026-01-01 03:50:00,N_GNSS_06,GNSS Reference,23.74385014,86.41205001,251.3517,-1.668,15.916,-8.338,-100.042,0.029079,-0.019086,0.034783,-0.001421,-0.008527
2026-01-01 04:00:00,N_GNSS_01,GNSS Reference,23.74210018,86.41230004,245.2009,-0.88,20.688,4.215,-80.371,0.030629,-0.020446,0.036826,0.001408,0.008449
2026-01-01 04:00:00,N_GNSS_02,GNSS Reference,23.74285013,86.41314996,247.8497,0.323,15.284,-14.637,9.288,0.02833,-0.021076,0.03531,0.000214,0.001285
2026-01-01 04:00:00,N_GNSS_03,GNSS Reference,23.74155018,86.41405013,243.6009,-0.858,23.658,-2.572,19.066,0.02829,-0.019049,0.034105,-0.000317,-0.001902
2026-01-01 04:00:00,N_GNSS_04,GNSS Reference,23.74330019,86.4147,249.1011,-1.114,21.509,-5.209,5.667,0.029653,-0.019619,0.035556,0.001286,0.007714
2026-01-01 04:00:00,N_GNSS_05,GNSS Reference,23.74095028,86.413,241.7489,1.063,31.195,-3.835,54.644,0.028549,-0.018766,0.034164,-0.000613,-0.003676
2026-01-01 04:00:00,N_GNSS_06,GNSS Reference,23.74385024,86.41205006,251.3502,-0.171,27.37,8.98,68.722,0.027763,-0.019019,0.033653,-0.00113,-0.006781
