timestamp,node_id,node_tier,tilt_x_deg,tilt_y_deg,tilt_magnitude_deg,tilt_change_deg,tilt_rate_deg_per_time,acceleration_mps2,peak_acceleration_mps2,rms_acceleration_mps2,dominant_frequency_hz,vibration_duration_s
2026-01-01 00:50:00,N_LITE_04,Lite,0.03718,-0.019346,0.041912,0.001992,0.011952,0.053087,0.075462,0.043161,19.5542,0.7499
2026-01-01 00:50:00,N_LITE_05,Lite,0.037202,-0.020979,0.042709,0.002138,0.01283,0.045585,0.059201,0.032855,18.7595,0.5571
2026-01-01 00:50:00,N_LITE_06,Lite,0.036091,-0.018396,0.040509,-0.004018,-0.024105,0.049455,0.063365,0.042589,19.3356,0.2518
2026-01-01 01:00:00,N_LITE_01,Lite,0.037097,-0.019788,0.042045,0.000984,0.005906,0.046328,0.055565,0.034569,17.1315,0.5327
2026-01-01 01:00:00,N_LITE_02,Lite,0.037362,-0.019489,0.04214,0.000931,0.005587,0.046141,0.06105,0.036248,20.776,0.444
2026-01-01 01:00:00,N_LITE_03,Lite,0.03606,-0.019205,0.040855,0.000471,0.002827,0.064389,0.092991,0.047343,19.5777,0.2011
2026-01-01 01:00:00,N_LITE_04,Lite,0.036048,-0.018462,0.0405,-0.001412,-0.008472,0.042197,0.055883,0.031037,17.6016,0.2992
2026-01-01 01:00:00,N_LITE_05,Lite,0.037388,-0.018518,0.041722,-0.000987,-0.005923,0.079948,0.106873,0.05901,27.8697,2.1977
2026-01-01 01:00:00,N_LITE_06,Lite,0.034988,-0.021003,0.040808,0.000299,0.001797,0.039939,0.046167,0.031498,19.6953,0.7744
2026-01-01 01:10:00,N_LITE_01,Lite,0.036622,-0.01837,0.040971,-0.001074,-0.006444,0.057107,0.081821,0.049669,19.3025,0.5976
2026-01-01 01:10:00,N_LITE_02,Lite,0.035806,-0.02014,0.041082,-0.001058,-0.006346,0.088415,0.124194,0.075309,26.3149,3.6318
2026-01-01 01:10:00,N_LITE_03,Lite,0.037087,-0.019176,0.041751,0.000896,0.005376,0.047085,0.061929,0.039968,19.7581,0.7504
2026-01-01 01:10:00,N_LITE_04,Lite,0.035524,-0.01884,0.040211,-0.000289,-0.001736,0.056777,0.06718,0.047539,19.0933,0.4468
2026-01-01 01:10:00,N_LITE_05,Lite,0.037534,-0.01985,0.042459,0.000737,0.004422,0.048701,0.061738,0.036449,19.8793,0.6534
2026-01-01 01:10:00,N_LITE_06,Lite,0.035554,-0.017534,0.039643,-0.001165,-0.006993,0.048567,0.063535,0.034964,19.4701,0.7106
2026-01-01 01:20:00,N_LITE_01,Lite,0.036708,-0.0172,0.040538,-0.000433,-0.002599,0.053696,0.066991,0.045885,18.5583,0.7329
2026-01-01 01:20:00,N_LITE_02,Lite,0.037928,-0.019992,0.042874,0.001792,0.010754,0.058285,0.06978,0.045463,18.9719,0.6392
2026-01-01 01:20:00,N_LITE_03,Lite,0.038692,-0.018981,0.043097,0.001346,0.008075,0.067801,0.082696,0.0549,26.8628,1.2057
2026-01-01 01:20:00,N_LITE_04,Lite,0.035321,-0.017367,0.03936,-0.000851,-0.005107,0.048955,0.058242,0.041964,20.1108,0.7366
2026-01-01 01:20:00,N_LITE_05,Lite,0.03628,-0.019186,0.041041,-0.001418,-0.008511,0.053727,0.063913,0.039532,18.8928,0.5797
2026-01-01 01:20:00,N_LITE_06,Lite,0.037099,-0.01934,0.041837,0.002195,0.013168,0.05196,0.070072,0.037791,21.0231,0.4324
2026-01-01 01:30:00,N_LITE_01,Lite,0.035986,-0.020043,0.041191,0.000653,0.00392,0.050311,0.058729,0.042748,20.8107,0.4683
2026-01-01 01:30:00,N_LITE_02,Lite,0.03487,-0.019134,0.039775,-0.003099,-0.018595,0.042197,0.059898,0.031017,18.8695,0.276
2026-01-01 01:30:00,N_LITE_03,Lite,0.035535,-0.019111,0.040348,-0.002749,-0.016494,0.071923,0.094118,0.05323,29.4103,1.3193
2026-01-01 01:30:00,N_LITE_04,Lite,0.037172,-0.019516,0.041984,0.002624,0.015744,0.054243,0.063345,0.042313,19.878,0.4494
2026-01-01 01:30:00,N_LITE_05,Lite,0.037198,-0.019992,0.04223,0.001189,0.007134,0.045433,0.058959,0.035297,19.5564,0.7596
2026-01-01 01:30:00,N_LITE_06,Lite,0.035658,-0.020443,0.041102,-0.000735,-0.00441,0.05125,0.064713,0.038961,19.6633,0.7214
2026-01-01 01:40:00,N_LITE_01,Lite,0.037056,-0.020569,0.042382,0.001191,0.007144,0.101455,0.137554,0.084993,31.1703,1.611
2026-01-01 01:40:00,N_LITE_02,Lite,0.037964,-0.020075,0.042946,0.00317,0.019022,0.093067,0.118499,0.078171,29.279,3.7898
2026-01-01 01:40:00,N_LITE_03,Lite,0.034677,-0.020631,0.04035,2e-06,1e-05,0.050986,0.058992,0.03671,19.9814,0.332
2026-01-01 01:40:00,N_LITE_04,Lite,0.036404,-0.0206,0.041829,-0.000155,-0.000932,0.062702,0.074472,0.044331,27.7759,2.1651
2026-01-01 01:40:00,N_LITE_05,Lite,0.037425,-0.019887,0.04238,0.00015,0.000902,0.053127,0.069832,0.043296,19.6086,0.2916
2026-01-01 01:40:00,N_LITE_06,Lite,0.036354,-0.020038,0.041511,0.000408,0.002449,0.058859,0.081913,0.046651,19.83,0.4572
2026-01-01 01:50:00,N_LITE_01,Lite,0.036027,-0.019974,0.041193,-0.001188,-0.007131,0.060241,0.070905,0.047802,19.1923,0.789
2026-01-01 01:50:00,N_LITE_02,Lite,0.038182,-0.020529,0.043351,0.000405,0.00243,0.054553,0.07887,0.040446,19.7101,0.5281
2026-01-01 01:50:00,N_LITE_03,Lite,0.036992,-0.018474,0.041349,0.000999,0.005992,0.053817,0.06588,0.043671,20.8922,0.554
2026-01-01 01:50:00,N_LITE_04,Lite,0.037115,-0.020192,0.042252,0.000423,0.002538,0.056349,0.078737,0.042186,20.111,0.205
2026-01-01 01:50:00,N_LITE_05,Lite,0.037719,-0.020025,0.042705,0.000325,0.00195,0.043405,0.060999,0.037505,19.7565,0.4568
2026-01-01 01:50:00,N_LITE_06,Lite,0.038386,-0.021314,0.043906,0.002396,0.014375,0.058321,0.074299,0.042107,20.0926,0.4938
2026-01-01 02:00:00,N_LITE_01,Lite,0.038401,-0.020543,0.043551,0.002358,0.014147,0.058184,0.07024,0.04575,20.8118,0.2529
2026-01-01 02:00:00,N_LITE_02,Lite,0.03712,-0.021587,0.042941,-0.00041,-0.00246,0.065909,0.080739,0.052285,25.9999,3.1286
2026-01-01 02:00:00,N_LITE_03,Lite,0.034472,-0.019447,0.039579,-0.00177,-0.010619,0.045994,0.05945,0.037313,19.6793,0.5358
2026-01-01 02:00:00,N_LITE_04,Lite,0.036606,-0.020133,0.041777,-0.000475,-0.002847,0.059071,0.069883,0.04499,21.0376,0.43
2026-01-01 02:00:00,N_LITE_05,Lite,0.037553,-0.020378,0.042725,2e-05,0.000121,0.056371,0.078981,0.045358,19.3626,0.4937
2026-01-01 02:00:00,N_LITE_06,Lite,0.035667,-0.020267,0.041024,-0.002883,-0.017298,0.05394,0.066827,0.039376,19.2769,0.77
2026-01-01 02:10:00,N_LITE_01,Lite,0.036501,-0.020081,0.04166,-0.001891,-0.011346,0.056248,0.069358,0.043233,20.6803,0.6079
2026-01-01 02:10:00,N_LITE_02,Lite,0.038945,-0.020445,0.043986,0.001045,0.006271,0.04605,0.059755,0.039421,19.2935,0.5073
2026-01-01 02:10:00,N_LITE_03,Lite,0.035167,-0.020715,0.040814,0.001235,0.007412,0.050374,0.059375,0.04011,20.3809,0.5855
2026-01-01 02:10:00,N_LITE_04,Lite,0.035287,-0.019994,0.040558,-0.001219,-0.007317,0.050778,0.060208,0.043673,19.6198,0.4898
2026-01-01 02:10:00,N_LITE_05,Lite,0.036927,-0.01939,0.041708,-0.001018,-0.006105,0.04533,0.061224,0.032858,19.5051,0.3975
2026-01-01 02:10:00,N_LITE_06,Lite,0.035795,-0.020129,0.041066,4.3e-05,0.000255,0.051547,0.072266,0.037914,21.7406,0.735
2026-01-01 02:20:00,N_LITE_01,Lite,0.036274,-0.020688,0.041759,9.9e-05,0.000594,0.057888,0.080208,0.049017,19.992,0.3658
2026-01-01 02:20:00,N_LITE_02,Lite,0.034385,-0.020392,0.039977,-0.004008,-0.024051,0.046726,0.061322,0.035279,22.0785,0.5035
2026-01-01 02:20:00,N_LITE_03,Lite,0.037402,-0.018977,0.04194,0.001126,0.006756,0.051959,0.0725,0.039276,19.6075,0.5887
2026-01-01 02:20:00,N_LITE_04,Lite,0.036762,-0.020089,0.041893,0.001335,0.008012,0.047159,0.063339,0.033533,19.7839,0.7976
2026-01-01 02:20:00,N_LITE_05,Lite,0.037873,-0.020289,0.042966,0.001258,0.007547,0.047869,0.060265,0.036347,20.5224,0.5464
2026-01-01 02:20:00,N_LITE_06,Lite,0.036577,-0.021316,0.042335,0.001269,0.007614,0.041664,0.055213,0.034932,21.2019,0.4182
2026-01-01 02:30:00,N_LITE_01,Lite,0.035612,-0.021769,0.041739,-2e-05,-0.000121,0.037001,0.049752,0.028409,19.3614,0.7632
2026-01-01 02:30:00,N_LITE_02,Lite,0.036394,-0.021278,0.042158,0.002181,0.013084,0.056046,0.07319,0.04486,20.4632,0.6727
2026-01-01 02:30:00,N_LITE_03,Lite,0.036246,-0.020814,0.041797,-0.000143,-0.000858,0.048666,0.065417,0.03662,20.0655,0.6857
2026-01-01 02:30:00,N_LITE_04,Lite,0.035262,-0.020527,0.040801,-0.001092,-0.006551,0.046295,0.058504,0.033178,19.5954,0.2514
2026-01-01 02:30:00,N_LITE_05,Lite,0.03719,-0.021467,0.042941,-2.5e-05,-0.00015,0.044058,0.05491,0.031546,21.2048,0.2319
2026-01-01 02:30:00,N_LITE_06,Lite,0.036215,-0.021332,0.042031,-0.000304,-0.001826,0.052658,0.069223,0.041114,19.9404,0.7407
2026-01-01 02:40:00,N_LITE_01,Lite,0.03582,-0.022047,0.042061,0.000322,0.001932,0.046273,0.065236,0.032964,18.3176,0.5209
2026-01-01 02:40:00,N_LITE_02,Lite,0.03605,-0.019389,0.040934,-0.001224,-0.007346,0.05425,0.065447,0.042255,21.0469,0.5971
2026-01-01 02:40:00,N_LITE_03,Lite,0.035536,-0.020171,0.040862,-0.000936,-0.005613,0.056236,0.077895,0.039743,20.3021,0.7747
2026-01-01 02:40:00,N_LITE_04,Lite,0.034715,-0.020304,0.040217,-0.000584,-0.003507,0.055442,0.074643,0.04052,20.4843,0.3255
2026-01-01 02:40:00,N_LITE_05,Lite,0.036557,-0.020646,0.041984,-0.000956,-0.005738,0.037491,0.047702,0.03027,19.1126,0.7204
2026-01-01 02:40:00,N_LITE_06,Lite,0.035438,-0.021444,0.041421,-0.00061,-0.003658,0.049888,0.060095,0.038665,21.262,0.6064
2026-01-01 02:50:00,N_LITE_01,Lite,0.035549,-0.019805,0.040693,-0.001367,-0.008204,0.058848,0.070736,0.048625,20.6135,0.7905
2026-01-01 02:50:00,N_LITE_02,Lite,0.034354,-0.021169,0.040352,-0.000581,-0.003488,0.048517,0.061314,0.041692,20.8599,0.7003
2026-01-01 02:50:00,N_LITE_03,Lite,0.03499,-0.021149,0.040885,2.3e-05,0.000138,0.053619,0.074415,0.041474,19.3131,0.5808
2026-01-01 02:50:00,N_LITE_04,Lite,0.036111,-0.021765,0.042163,0.001946,0.011678,0.050441,0.059965,0.040192,19.86,0.2805
2026-01-01 02:50:00,N_LITE_05,Lite,0.035361,-0.021041,0.041148,-0.000837,-0.00502,0.048273,0.061447,0.040657,20.2728,0.2802
2026-01-01 02:50:00,N_LITE_06,Lite,0.034298,-0.020774,0.040099,-0.001322,-0.00793,0.058587,0.08155,0.047926,20.609,0.5975
2026-01-01 03:00:00,N_LITE_01,Lite,0.033347,-0.021562,0.03971,-0.000983,-0.005899,0.040146,0.048689,0.028348,21.705,0.6287
2026-01-01 03:00:00,N_LITE_02,Lite,0.033945,-0.020584,0.039699,-0.000654,-0.003921,0.053764,0.070819,0.041855,21.998,0.5082
2026-01-01 03:00:00,N_LITE_03,Lite,0.035285,-0.020369,0.040742,-0.000142,-0.000854,0.059808,0.078301,0.050787,19.3669,0.6607
2026-01-01 03:00:00,N_LITE_04,Lite,0.035769,-0.021863,0.041922,-0.000241,-0.001446,0.050333,0.068672,0.037648,21.5613,0.6337
2026-01-01 03:00:00,N_LITE_05,Lite,0.034884,-0.019961,0.040192,-0.000956,-0.005736,0.04035,0.053837,0.029294,19.181,0.7483
2026-01-01 03:00:00,N_LITE_06,Lite,0.034312,-0.020602,0.040022,-7.7e-05,-0.000465,0.04157,0.050749,0.031879,18.9739,0.3554
2026-01-01 03:10:00,N_LITE_01,Lite,0.03425,-0.020743,0.040041,0.000331,0.001987,0.052606,0.074244,0.046144,19.6358,0.3501
2026-01-01 03:10:00,N_LITE_02,Lite,0.034809,-0.021845,0.041096,0.001397,0.008383,0.034784,0.047448,0.024601,21.0125,0.4659
2026-01-01 03:10:00,N_LITE_03,Lite,0.03493,-0.02234,0.041464,0.000721,0.004327,0.053759,0.073559,0.042287,20.3315,0.7465
2026-01-01 03:10:00,N_LITE_04,Lite,0.035391,-0.021505,0.041412,-0.00051,-0.003059,0.056874,0.067255,0.049383,21.5137,0.7095
2026-01-01 03:10:00,N_LITE_05,Lite,0.035422,-0.021543,0.041459,0.001267,0.007601,0.057014,0.074673,0.040806,20.5437,0.3109
2026-01-01 03:10:00,N_LITE_06,Lite,0.036052,-0.019317,0.0409,0.000879,0.005272,0.050852,0.067357,0.037505,20.7528,0.5592
2026-01-01 03:20:00,N_LITE_01,Lite,0.035153,-0.02058,0.040734,0.000693,0.004157,0.05264,0.071906,0.043468,21.316,0.6482
2026-01-01 03:20:00,N_LITE_02,Lite,0.03594,-0.020002,0.041131,3.5e-05,0.000211,0.03827,0.051073,0.033036,20.0048,0.681
2026-01-01 03:20:00,N_LITE_03,Lite,0.034513,-0.021827,0.040836,-0.000627,-0.003763,0.081434,0.094543,0.066994,29.5987,1.202
2026-01-01 03:20:00,N_LITE_04,Lite,0.036027,-0.021551,0.041981,0.000568,0.003411,0.04669,0.060319,0.035922,19.2046,0.2758
2026-01-01 03:20:00,N_LITE_05,Lite,0.035411,-0.022095,0.041739,0.00028,0.001682,0.04592,0.063058,0.035988,21.6323,0.3116
2026-01-01 03:20:00,N_LITE_06,Lite,0.034776,-0.020317,0.040277,-0.000624,-0.003743,0.053711,0.076192,0.040991,20.0095,0.4243
2026-01-01 03:30:00,N_LITE_01,Lite,0.033491,-0.022531,0.040364,-0.00037,-0.002219,0.052643,0.063258,0.041227,19.8527,0.6005
2026-01-01 03:30:00,N_LITE_02,Lite,0.033394,-0.022163,0.040079,-0.001052,-0.00631,0.037231,0.049661,0.031313,18.8036,0.705
2026-01-01 03:30:00,N_LITE_03,Lite,0.03231,-0.021902,0.039034,-0.001802,-0.010814,0.04248,0.054069,0.034789,19.6024,0.6059
2026-01-01 03:30:00,N_LITE_04,Lite,0.032838,-0.021955,0.039502,-0.002479,-0.014874,0.048305,0.059131,0.035201,20.9455,0.344
2026-01-01 03:30:00,N_LITE_05,Lite,0.034367,-0.02152,0.040549,-0.00119,-0.007142,0.033121,0.041546,0.026504,19.3265,0.3085
2026-01-01 03:30:00,N_LITE_06,Lite,0.033748,-0.020128,0.039294,-0.000982,-0.005894,0.045405,0.059832,0.035743,20.2095,0.7487
2026-01-01 03:40:00,N_LITE_01,Lite,0.032737,-0.020975,0.03888,-0.001485,-0.008907,0.049507,0.061831,0.037677,18.7092,0.7716
2026-01-01 03:40:00,N_LITE_02,Lite,0.034945,-0.020307,0.040417,0.000338,0.002025,0.043083,0.061981,0.034213,20.8255,0.7946
2026-01-01 03:40:00,N_LITE_03,Lite,0.033796,-0.020575,0.039567,0.000533,0.003196,0.051141,0.070832,0.041079,19.5211,0.5569
2026-01-01 03:40:00,N_LITE_04,Lite,0.033641,-0.021077,0.039698,0.000197,0.00118,0.050011,0.06133,0.042428,20.1236,0.3543
2026-01-01 03:40:00,N_LITE_05,Lite,0.033164,-0.021704,0.039635,-0.000913,-0.005481,0.042649,0.054152,0.031603,21.0557,0.402
2026-01-01 03:40:00,N_LITE_06,Lite,0.033561,-0.020652,0.039406,0.000112,0.00067,0.048679,0.068767,0.037153,21.1186,0.3662
2026-01-01 03:50:00,N_LITE_01,Lite,0.03455,-0.019579,0.039712,0.000832,0.00499,0.047737,0.063965,0.039316,21.1564,0.4265
2026-01-01 03:50:00,N_LITE_02,Lite,0.033448,-0.020928,0.039456,-0.000961,-0.005766,0.049191,0.059483,0.042052,21.9644,0.7834
2026-01-01 03:50:00,N_LITE_03,Lite,0.033062,-0.021261,0.039308,-0.000259,-0.001553,0.031241,0.038652,0.024949,20.1901,0.5486
2026-01-01 03:50:00,N_LITE_04,Lite,0.032607,-0.021245,0.038917,-0.000781,-0.004688,0.053874,0.0728,0.041961,19.692,0.7792
2026-01-01 03:50:00,N_LITE_05,Lite,0.032251,-0.021722,0.038884,-0.000751,-0.004504,0.078964,0.096442,0.056161,26.1728,1.0752
2026-01-01 03:50:00,N_LITE_06,Lite,0.033885,-0.020485,0.039596,0.00019,0.001142,0.033626,0.044536,0.029379,21.1967,0.4943
2026-01-01 04:00:00,N_LITE_01,Lite,0.032946,-0.021553,0.03937,-0.000342,-0.002052,0.049367,0.06569,0.042938,19.7135,0.276
2026-01-01 04:00:00,N_LITE_02,Lite,0.032903,-0.02187,0.039508,5.2e-05,0.000312,0.051837,0.063382,0.039953,20.6075,0.5582
2026-01-01 04:00:00,N_LITE_03,Lite,0.034141,-0.023268,0.041316,0.002008,0.012048,0.050155,0.059585,0.036564,21.2434,0.3493
2026-01-01 04:00:00,N_LITE_04,Lite,0.035653,-0.021544,0.041657,0.00274,0.016441,0.038707,0.045783,0.033384,21.3295,0.7103
2026-01-01 04:00:00,N_LITE_05,Lite,0.032675,-0.021906,0.039338,0.000454,0.002724,0.042768,0.054761,0.030973,19.311,0.2903
2026-01-01 04:00:00,N_LITE_06,Lite,0.032629,-0.022141,0.039432,-0.000164,-0.000986,0.051982,0.072358,0.03728,20.3106,0.6785
2026-01-01 04:10:00,N_LITE_01,Lite,0.031064,-0.021469,0.037761,-0.001609,-0.009651,0.038794,0.0534,0.027565,19.5343,0.4793
2026-01-01 04:10:00,N_LITE_02,Lite,0.031492,-0.019331,0.036952,-0.002556,-0.015336,0.068917,0.083478,0.049549,28.5046,1.1661
2026-01-01 04:10:00,N_LITE_03,Lite,0.032849,-0.020774,0.038866,-0.002449,-0.014696,0.041923,0.054123,0.031517,18.8967,0.4645
2026-01-01 04:10:00,N_LITE_04,Lite,0.034591,-0.021049,0.040492,-0.001165,-0.006991,0.042318,0.048717,0.03337,20.7657,0.452
2026-01-01 04:10:00,N_LITE_05,Lite,0.032815,-0.021562,0.039265,-7.3e-05,-0.000439,0.051539,0.073785,0.039239,20.1521,0.2611
2026-01-01 04:10:00,N_LITE_06,Lite,0.03336,-0.019359,0.03857,-0.000862,-0.005172,0.054207,0.066566,0.047199,18.7968,0.7011
2026-01-01 04:20:00,N_LITE_01,Lite,0.031956,-0.022047,0.038823,0.001062,0.006373,0.046511,0.0623,0.033371,20.1186,0.7385
2026-01-01 04:20:00,N_LITE_02,Lite,0.029482,-0.023328,0.037595,0.000643,0.003858,0.0494,0.061987,0.03581,19.5019,0.3217
2026-01-01 04:20:00,N_LITE_03,Lite,0.031892,-0.021788,0.038624,-0.000242,-0.001453,0.062224,0.088534,0.045847,29.62,2.7389
2026-01-01 04:20:00,N_LITE_04,Lite,0.034546,-0.022577,0.04127,0.000778,0.004666,0.042891,0.052833,0.031042,20.0679,0.3943
2026-01-01 04:20:00,N_LITE_05,Lite,0.032609,-0.02128,0.038938,-0.000327,-0.00196,0.040262,0.052602,0.029079,20.4323,0.64
2026-01-01 04:20:00,N_LITE_06,Lite,0.033145,-0.02147,0.039491,0.000921,0.005529,0.037261,0.051937,0.03039,19.7967,0.617
2026-01-01 04:30:00,N_LITE_01,Lite,0.034995,-0.021599,0.041124,0.002301,0.013806,0.051967,0.069821,0.044645,20.4936,0.5219
2026-01-01 04:30:00,N_LITE_02,Lite,0.030895,-0.021012,0.037363,-0.000232,-0.001391,0.042654,0.05407,0.031598,19.158,0.4094
2026-01-01 04:30:00,N_LITE_03,Lite,0.032519,-0.021074,0.038751,0.000126,0.000758,0.042877,0.057353,0.032392,18.6879,0.2598
2026-01-01 04:30:00,N_LITE_04,Lite,0.034063,-0.021674,0.040373,-0.000896,-0.005377,0.038443,0.055532,0.0327,19.4832,0.7869
2026-01-01 04:30:00,N_LITE_05,Lite,0.031843,-0.022881,0.039211,0.000273,0.001636,0.050045,0.06787,0.04191,20.0654,0.775
2026-01-01 04:30:00,N_LITE_06,Lite,0.032744,-0.022197,0.039558,6.7e-05,0.000402,0.032673,0.045202,0.023014,21.1042,0.4636
2026-01-01 04:40:00,N_LITE_01,Lite,0.03227,-0.022602,0.039398,-0.001726,-0.010356,0.066759,0.078849,0.047114,30.4522,3.6432
2026-01-01 04:40:00,N_LITE_02,Lite,0.034063,-0.021561,0.040313,0.00295,0.0177,0.040351,0.057674,0.032955,19.3965,0.6705
2026-01-01 04:40:00,N_LITE_03,Lite,0.031777,-0.020824,0.037992,-0.000758,-0.004548,0.048182,0.061439,0.037505,19.2479,0.6411
2026-01-01 04:40:00,N_LITE_04,Lite,0.031007,-0.019857,0.03682,-0.003553,-0.021318,0.038505,0.050692,0.028631,20.8129,0.7387
2026-01-01 04:40:00,N_LITE_05,Lite,0.031274,-0.022222,0.038365,-0.000846,-0.005073,0.04715,0.057115,0.039479,20.1554,0.6649
2026-01-01 04:40:00,N_LITE_06,Lite,0.034354,-0.020952,0.040239,0.000681,0.004084,0.03886,0.050451,0.029414,20.17,0.793
2026-01-01 04:50:00,N_LITE_01,Lite,0.033128,-0.020288,0.038846,-0.000552,-0.003312,0.043818,0.059655,0.037377,19.8009,0.3023
2026-01-01 04:50:00,N_LITE_02,Lite,0.033923,-0.022174,0.040527,0.000214,0.001287,0.035686,0.051028,0.030544,19.7823,0.3135
2026-01-01 04:50:00,N_LITE_03,Lite,0.031469,-0.021889,0.038333,0.000341,0.002044,0.046043,0.055112,0.034131,20.8523,0.6639
2026-01-01 04:50:00,N_LITE_04,Lite,0.033657,-0.019839,0.039069,0.002249,0.013492,0.038176,0.048488,0.033428,18.8886,0.5757
2026-01-01 04:50:00,N_LITE_05,Lite,0.032294,-0.020327,0.038158,-0.000207,-0.001242,0.044623,0.060368,0.034221,18.6967,0.2891
