timestamp,node_id,node_tier,tilt_x_deg,tilt_y_deg,tilt_magnitude_deg,tilt_change_deg,tilt_rate_deg_per_time,acceleration_mps2,peak_acceleration_mps2,rms_acceleration_mps2,dominant_frequency_hz,vibration_duration_s,displacement_mm,displacement_change_mm,displacement_rate_mm_per_time,cumulative_displacement_mm,crack_detected,crack_opening_mm,crack_opening_change_mm,crack_growth_rate_mm_per_time
2026-01-01 00:20:00,N_FULL_03,Full,0.03523,-0.017654,0.039406,-0.000982,-0.00589,0.047484,0.055282,0.033616,19.3753,0.2656,0.0401,0.0401,0.2408,0.0401,0,0.0037,0.0,0.0
2026-01-01 00:20:00,N_FULL_04,Full,0.036664,-0.0204,0.041957,0.002113,0.012681,0.04937,0.060787,0.039433,18.3794,0.3486,0.0,-0.0495,-0.2972,0.0495,0,0.0009,0.0,0.0
2026-01-01 00:20:00,N_FULL_05,Full,0.038494,-0.018522,0.042719,0.00416,0.024963,0.040501,0.052354,0.029607,18.353,0.6644,0.1235,0.0447,0.2684,0.1235,0,0.0,0.0,0.0
2026-01-01 00:20:00,N_FULL_06,Full,0.035082,-0.017418,0.039168,0.000494,0.002962,0.037487,0.051607,0.03244,18.7024,0.2705,0.0,-0.0454,-0.2722,0.0454,0,0.0021,0.0,0.0
2026-01-01 00:30:00,N_FULL_01,Full,0.035512,-0.018037,0.03983,-0.001634,-0.009804,0.041687,0.050931,0.035,19.1609,0.4691,0.0,0.0,0.0,0.0828,0,0.0018,0.0,0.0
2026-01-01 00:30:00,N_FULL_02,Full,0.035198,-0.019955,0.040461,0.000374,0.002242,0.052674,0.068139,0.045689,16.9163,0.7603,0.0,-0.0503,-0.3018,0.0503,0,0.0,0.0,0.0
2026-01-01 00:30:00,N_FULL_03,Full,0.035247,-0.019117,0.040098,0.000692,0.004154,0.057274,0.078485,0.040123,17.6443,0.2025,0.1657,0.1256,0.7537,0.1657,0,0.002,0.0,0.0
2026-01-01 00:30:00,N_FULL_04,Full,0.034945,-0.018022,0.039318,-0.002639,-0.015832,0.046655,0.063898,0.0384,19.3963,0.2759,0.0628,0.0628,0.3771,0.0628,0,0.0,0.0,0.0
2026-01-01 00:30:00,N_FULL_05,Full,0.037141,-0.019565,0.041979,-0.00074,-0.004438,0.040101,0.055312,0.030269,17.3903,0.7477,0.0,-0.1235,-0.7413,0.1235,0,0.0014,0.0,0.0
2026-01-01 00:30:00,N_FULL_06,Full,0.03695,-0.019323,0.041697,0.00253,0.015177,0.036177,0.045309,0.027964,16.4632,0.6643,0.0,0.0,0.0,0.0454,0,0.0027,0.0,0.0
2026-01-01 00:40:00,N_FULL_01,Full,0.032643,-0.018107,0.037329,-0.002502,-0.01501,0.052151,0.061301,0.045756,17.3976,0.5697,0.0037,0.0037,0.022,0.0828,0,0.0,0.0,0.0
2026-01-01 00:40:00,N_FULL_02,Full,0.037792,-0.018753,0.04219,0.001729,0.010374,0.040748,0.050185,0.034654,18.8548,0.7434,0.0139,0.0139,0.0832,0.0503,0,0.0,0.0,0.0
2026-01-01 00:40:00,N_FULL_03,Full,0.035722,-0.019533,0.040714,0.000616,0.003697,0.040461,0.058634,0.030371,18.4149,0.3636,0.0268,-0.139,-0.834,0.1657,0,0.0007,0.0,0.0
2026-01-01 00:40:00,N_FULL_04,Full,0.035262,-0.018321,0.039738,0.000419,0.002515,0.044004,0.056783,0.038631,19.562,0.3591,0.0,-0.0628,-0.3771,0.0628,0,0.0,0.0,0.0
2026-01-01 00:40:00,N_FULL_05,Full,0.036482,-0.01779,0.040589,-0.00139,-0.008341,0.050048,0.07231,0.03759,18.6091,0.333,0.0417,0.0417,0.2501,0.1235,0,0.0022,0.0,0.0
2026-01-01 00:40:00,N_FULL_06,Full,0.037657,-0.018598,0.042,0.000302,0.001812,0.043245,0.062527,0.03131,19.0664,0.4619,0.0,0.0,0.0,0.0454,0,0.0,0.0,0.0
2026-01-01 00:50:00,N_FULL_01,Full,0.036835,-0.018143,0.041061,0.003732,0.022391,0.057238,0.078527,0.048402,19.1092,0.3754,0.0483,0.0446,0.2676,0.0828,0,0.0,0.0,0.0
2026-01-01 00:50:00,N_FULL_02,Full,0.035023,-0.017875,0.039321,-0.002869,-0.017212,0.043864,0.061277,0.036307,17.3129,0.7362,0.0412,0.0274,0.1642,0.0503,0,0.0,0.0,0.0
2026-01-01 00:50:00,N_FULL_03,Full,0.036044,-0.01972,0.041086,0.000372,0.002233,0.044198,0.055255,0.038756,18.7758,0.7891,0.0,-0.0268,-0.1605,0.1657,0,0.0,0.0,0.0
2026-01-01 00:50:00,N_FULL_04,Full,0.037238,-0.01854,0.041599,0.001861,0.011166,0.045705,0.063912,0.033103,19.2091,0.6869,0.0478,0.0478,0.2866,0.0628,0,0.0026,0.0,0.0
2026-01-01 00:50:00,N_FULL_05,Full,0.036464,-0.019332,0.041271,0.000683,0.004095,0.049402,0.070602,0.038353,19.015,0.6552,0.0,-0.0417,-0.2501,0.1235,0,0.0006,0.0,0.0
2026-01-01 00:50:00,N_FULL_06,Full,0.035389,-0.018303,0.039842,-0.002158,-0.012946,0.040447,0.054462,0.035415,18.5515,0.5731,0.1672,0.1672,1.0032,0.1672,0,0.0,0.0,0.0
2026-01-01 01:00:00,N_FULL_01,Full,0.037097,-0.019788,0.042045,0.000984,0.005906,0.046328,0.055565,0.034569,17.1315,0.5327,0.0775,0.0292,0.1753,0.0828,0,0.0013,0.0,0.0
2026-01-01 01:00:00,N_FULL_02,Full,0.036321,-0.017851,0.040471,0.00115,0.006898,0.049586,0.064965,0.0419,18.1421,0.6084,0.0044,-0.0368,-0.2207,0.0503,0,0.0,0.0,0.0
2026-01-01 01:00:00,N_FULL_03,Full,0.037344,-0.02025,0.042481,0.001395,0.00837,0.039331,0.049337,0.033156,18.4596,0.5331,0.0,0.0,0.0,0.1657,0,0.0004,0.0,0.0
2026-01-01 01:00:00,N_FULL_04,Full,0.035305,-0.018801,0.039999,-0.001599,-0.009596,0.052614,0.065132,0.038013,18.0058,0.482,0.0,-0.0478,-0.2866,0.0628,0,0.0014,0.0,0.0
2026-01-01 01:00:00,N_FULL_05,Full,0.036829,-0.020382,0.042093,0.000822,0.004929,0.056234,0.081001,0.045053,20.697,0.3074,0.0894,0.0894,0.5365,0.1235,0,0.0,0.0,0.0
2026-01-01 01:00:00,N_FULL_06,Full,0.035432,-0.018412,0.03993,8.8e-05,0.000529,0.049259,0.05804,0.042673,20.5646,0.3788,0.0591,-0.1081,-0.6487,0.1672,0,0.0,0.0,0.0
2026-01-01 01:10:00,N_FULL_01,Full,0.036622,-0.01837,0.040971,-0.001074,-0.006444,0.057107,0.081821,0.049669,19.3025,0.5976,0.0,-0.0775,-0.4649,0.0828,0,0.0,0.0,0.0
2026-01-01 01:10:00,N_FULL_02,Full,0.03755,-0.019716,0.042411,0.001941,0.011645,0.052039,0.069198,0.045555,20.1179,0.7588,0.1133,0.1088,0.653,0.1133,0,0.0001,0.0,0.0
2026-01-01 01:10:00,N_FULL_03,Full,0.037716,-0.018916,0.042194,-0.000287,-0.001723,0.051002,0.071528,0.044266,18.7347,0.4402,0.0497,0.0497,0.2984,0.1657,0,0.0,0.0,0.0
2026-01-01 01:10:00,N_FULL_04,Full,0.035286,-0.018288,0.039744,-0.000256,-0.001534,0.057844,0.073343,0.042864,18.6178,0.3313,0.1309,0.1309,0.7854,0.1309,0,0.0005,0.0,0.0
2026-01-01 01:10:00,N_FULL_05,Full,0.038179,-0.018035,0.042224,0.000131,0.000787,0.047289,0.056195,0.037396,19.6088,0.5217,0.0,-0.0894,-0.5365,0.1235,0,0.0015,0.0,0.0
2026-01-01 01:10:00,N_FULL_06,Full,0.035348,-0.01834,0.039822,-0.000108,-0.000646,0.055848,0.070406,0.043491,19.1911,0.2411,0.1004,0.0413,0.2478,0.1672,0,0.0004,0.0,0.0
2026-01-01 01:20:00,N_FULL_01,Full,0.036708,-0.0172,0.040538,-0.000433,-0.002599,0.053696,0.066991,0.045885,18.5583,0.7329,0.1093,0.1093,0.6556,0.1093,0,0.0,0.0,0.0
2026-01-01 01:20:00,N_FULL_02,Full,0.03617,-0.019465,0.041075,-0.001336,-0.008017,0.047083,0.056536,0.037778,19.6485,0.401,0.087,-0.0263,-0.1578,0.1133,0,0.004,0.0,0.0
2026-01-01 01:20:00,N_FULL_03,Full,0.038186,-0.020841,0.043503,0.001309,0.007853,0.053454,0.069157,0.040576,18.945,0.2709,0.0018,-0.0479,-0.2874,0.1657,0,0.0,0.0,0.0
2026-01-01 01:20:00,N_FULL_04,Full,0.036222,-0.020236,0.041492,0.001748,0.01049,0.049496,0.069262,0.035153,19.7913,0.2381,0.0,-0.1309,-0.7854,0.1309,0,0.0037,0.0,0.0
2026-01-01 01:20:00,N_FULL_05,Full,0.036638,-0.020179,0.041827,-0.000397,-0.002382,0.049731,0.070741,0.038426,20.4633,0.7713,0.0439,0.0439,0.2636,0.1235,0,0.0,0.0,0.0
2026-01-01 01:20:00,N_FULL_06,Full,0.036184,-0.018736,0.040746,0.000924,0.005544,0.057455,0.076703,0.045983,19.8275,0.6956,0.2374,0.137,0.8221,0.2374,0,0.0,0.0,0.0
2026-01-01 01:30:00,N_FULL_01,Full,0.035986,-0.020043,0.041191,0.000653,0.00392,0.050311,0.058729,0.042748,20.8107,0.4683,0.0,-0.1093,-0.6556,0.1093,0,0.0,0.0,0.0
2026-01-01 01:30:00,N_FULL_02,Full,0.036095,-0.020264,0.041394,0.000319,0.001914,0.052722,0.065236,0.046028,19.516,0.7595,0.1786,0.0916,0.5498,0.1786,0,0.0,0.0,0.0
2026-01-01 01:30:00,N_FULL_03,Full,0.037769,-0.018254,0.041949,-0.001554,-0.009323,0.047845,0.066749,0.039921,20.0859,0.6582,0.0974,0.0955,0.5731,0.1657,0,0.0005,0.0,0.0
2026-01-01 01:30:00,N_FULL_04,Full,0.037742,-0.019511,0.042487,0.000995,0.005969,0.049541,0.065781,0.039471,19.7246,0.3223,0.0288,0.0288,0.1726,0.1309,0,0.0,0.0,0.0
2026-01-01 01:30:00,N_FULL_05,Full,0.037948,-0.018552,0.04224,0.000413,0.002477,0.046597,0.054815,0.033484,18.3006,0.7324,0.0519,0.0079,0.0476,0.1235,0,0.0025,0.0,0.0
2026-01-01 01:30:00,N_FULL_06,Full,0.038335,-0.020471,0.043458,0.002712,0.016271,0.049991,0.064483,0.036652,19.6379,0.3246,0.0393,-0.1981,-1.1886,0.2374,0,0.0017,0.0,0.0
2026-01-01 01:40:00,N_FULL_01,Full,0.037056,-0.020569,0.042382,0.001191,0.007144,0.106924,0.14497,0.089575,31.1703,1.611,0.1178,0.1178,0.707,0.1178,0,0.0014,0.0,0.0
2026-01-01 01:40:00,N_FULL_02,Full,0.036205,-0.019996,0.04136,-3.4e-05,-0.000203,0.048972,0.068924,0.039392,19.5076,0.4389,0.1075,-0.0711,-0.4266,0.1786,0,0.0,0.0,0.0
2026-01-01 01:40:00,N_FULL_03,Full,0.034407,-0.018951,0.039281,-0.002668,-0.01601,0.055851,0.066634,0.046468,20.1866,0.655,0.0,-0.0974,-0.5841,0.1657,0,0.0016,0.0,0.0
2026-01-01 01:40:00,N_FULL_04,Full,0.037835,-0.019726,0.042668,0.000182,0.00109,0.056709,0.06616,0.04925,18.7405,0.6574,0.0625,0.0337,0.2023,0.1309,0,0.0015,0.0,0.0
2026-01-01 01:40:00,N_FULL_05,Full,0.038191,-0.020929,0.04355,0.00131,0.00786,0.056128,0.078684,0.048086,20.3703,0.7583,0.0,-0.0519,-0.3112,0.1235,0,0.0007,0.0,0.0
2026-01-01 01:40:00,N_FULL_06,Full,0.036744,-0.019673,0.04168,-0.001779,-0.010672,0.049617,0.071237,0.037326,19.4225,0.5878,0.0809,0.0416,0.2495,0.2374,0,0.0005,0.0,0.0
2026-01-01 01:50:00,N_FULL_01,Full,0.036027,-0.019974,0.041193,-0.001188,-0.007131,0.060241,0.070905,0.047802,19.1923,0.789,0.1423,0.0244,0.1466,0.1423,0,0.0,0.0,0.0
2026-01-01 01:50:00,N_FULL_02,Full,0.037858,-0.020933,0.04326,0.0019,0.011399,0.049388,0.057712,0.038523,20.1086,0.6434,0.0,-0.1075,-0.6451,0.1786,0,0.0012,0.0,0.0
2026-01-01 01:50:00,N_FULL_03,Full,0.035399,-0.020145,0.04073,0.001449,0.008695,0.047759,0.067312,0.040396,20.1642,0.5441,0.0736,0.0736,0.4415,0.1657,0,0.0,0.0,0.0
2026-01-01 01:50:00,N_FULL_04,Full,0.036023,-0.018566,0.040527,-0.002142,-0.01285,0.051593,0.07323,0.036637,20.3349,0.7485,0.2056,0.1431,0.8586,0.2056,0,0.0032,0.0,0.0
2026-01-01 01:50:00,N_FULL_05,Full,0.035999,-0.020641,0.041496,-0.002053,-0.012321,0.053654,0.077415,0.041271,19.3834,0.773,0.0,0.0,0.0,0.1235,0,0.0,0.0,0.0
2026-01-01 01:50:00,N_FULL_06,Full,0.035331,-0.018428,0.039848,-0.001832,-0.01099,0.081127,0.11569,0.070056,26.9566,2.7562,0.132,0.0511,0.3066,0.2374,0,0.0011,0.0,0.0
2026-01-01 02:00:00,N_FULL_01,Full,0.038401,-0.020543,0.043551,0.002358,0.014147,0.058184,0.07024,0.04575,20.8118,0.2529,0.0772,-0.0651,-0.3903,0.1423,0,0.0,0.0,0.0
2026-01-01 02:00:00,N_FULL_02,Full,0.037433,-0.020659,0.042755,-0.000505,-0.003029,0.044985,0.054851,0.035393,20.2245,0.2017,0.0,0.0,0.0,0.1786,0,0.0,0.0,0.0
2026-01-01 02:00:00,N_FULL_03,Full,0.035873,-0.020503,0.041319,0.000589,0.003533,0.044181,0.0632,0.036885,20.3504,0.6588,0.0215,-0.0521,-0.3125,0.1657,0,0.0004,0.0,0.0
2026-01-01 02:00:00,N_FULL_04,Full,0.035723,-0.021346,0.041615,0.001089,0.006531,0.051179,0.068605,0.044739,19.5029,0.2524,0.186,-0.0196,-0.1175,0.2056,0,0.0,0.0,0.0
2026-01-01 02:00:00,N_FULL_05,Full,0.03608,-0.019823,0.041167,-0.000329,-0.001976,0.049848,0.064151,0.037422,20.5896,0.3064,0.0,0.0,0.0,0.1235,0,0.0012,0.0,0.0
2026-01-01 02:00:00,N_FULL_06,Full,0.036191,-0.019756,0.041232,0.001384,0.008306,0.055941,0.080094,0.043858,19.8125,0.4516,0.2047,0.0728,0.4366,0.2374,0,0.0,0.0,0.0
2026-01-01 02:10:00,N_FULL_01,Full,0.036501,-0.020081,0.04166,-0.001891,-0.011346,0.056248,0.069358,0.043233,20.6803,0.6079,0.2253,0.1481,0.8886,0.2253,0,0.0003,0.0,0.0
2026-01-01 02:10:00,N_FULL_02,Full,0.036248,-0.018339,0.040623,-0.002132,-0.012792,0.049861,0.057553,0.037512,20.2752,0.5691,0.1022,0.1022,0.6135,0.1786,0,0.0012,0.0,0.0
2026-01-01 02:10:00,N_FULL_03,Full,0.035938,-0.02102,0.041634,0.000315,0.00189,0.039669,0.049816,0.029432,17.5373,0.4995,0.1752,0.1537,0.9221,0.1752,0,0.0,0.0,0.0
2026-01-01 02:10:00,N_FULL_04,Full,0.034922,-0.019404,0.039951,-0.001664,-0.009985,0.058333,0.082255,0.045665,17.8674,0.6318,0.0,-0.186,-1.116,0.2056,0,0.0002,0.0,0.0
2026-01-01 02:10:00,N_FULL_05,Full,0.035223,-0.018123,0.039612,-0.001555,-0.009328,0.044488,0.059812,0.035109,19.4678,0.2402,0.1268,0.1268,0.7609,0.1268,0,0.0,0.0,0.0
2026-01-01 02:10:00,N_FULL_06,Full,0.036535,-0.02075,0.042016,0.000784,0.004704,0.05541,0.064192,0.048491,20.5576,0.694,0.0192,-0.1856,-1.1135,0.2374,0,0.0008,0.0,0.0
2026-01-01 02:20:00,N_FULL_01,Full,0.036274,-0.020688,0.041759,9.9e-05,0.000594,0.057888,0.080208,0.049017,19.992,0.3658,0.0,-0.2253,-1.3519,0.2253,0,0.0,0.0,0.0
2026-01-01 02:20:00,N_FULL_02,Full,0.037045,-0.021457,0.04281,0.002187,0.013123,0.043228,0.059702,0.032982,18.9985,0.2892,0.0,-0.1022,-0.6135,0.1786,0,0.0,0.0,0.0
2026-01-01 02:20:00,N_FULL_03,Full,0.033701,-0.020567,0.039481,-0.002153,-0.012916,0.044415,0.05518,0.035948,19.1383,0.6564,0.164,-0.0112,-0.0672,0.1752,0,0.0,0.0,0.0
2026-01-01 02:20:00,N_FULL_04,Full,0.03503,-0.019722,0.0402,0.000249,0.001495,0.055737,0.077144,0.046951,21.0933,0.6873,0.0039,0.0039,0.0236,0.2056,0,0.002,0.0,0.0
2026-01-01 02:20:00,N_FULL_05,Full,0.037824,-0.019944,0.04276,0.003147,0.018884,0.061239,0.076575,0.045134,20.599,0.558,0.0,-0.1268,-0.7609,0.1268,0,0.0,0.0,0.0
2026-01-01 02:20:00,N_FULL_06,Full,0.037369,-0.018617,0.04175,-0.000267,-0.001599,0.052566,0.070934,0.042583,20.3402,0.6551,0.0369,0.0177,0.1062,0.2374,0,0.0,0.0,0.0
2026-01-01 02:30:00,N_FULL_01,Full,0.035612,-0.021769,0.041739,-2e-05,-0.000121,0.037001,0.049752,0.028409,19.3614,0.7632,0.0782,0.0782,0.4689,0.2253,0,0.0,0.0,0.0
2026-01-01 02:30:00,N_FULL_02,Full,0.033374,-0.019442,0.038624,-0.004186,-0.025117,0.052038,0.071366,0.043748,20.3691,0.4915,0.1082,0.1082,0.6492,0.1786,0,0.0002,0.0,0.0
2026-01-01 02:30:00,N_FULL_03,Full,0.036366,-0.020908,0.041948,0.002467,0.014802,0.043889,0.0514,0.031802,19.7391,0.6098,0.0828,-0.0812,-0.4874,0.1752,0,0.001,0.0,0.0
2026-01-01 02:30:00,N_FULL_04,Full,0.034905,-0.018464,0.039488,-0.000712,-0.004275,0.062352,0.081211,0.053794,19.2779,0.5107,0.0912,0.0873,0.5237,0.2056,0,0.0,0.0,0.0
2026-01-01 02:30:00,N_FULL_05,Full,0.033165,-0.021219,0.039372,-0.003388,-0.020329,0.046861,0.054214,0.036822,21.4923,0.7169,0.0845,0.0845,0.5072,0.1268,0,0.0,0.0,0.0
2026-01-01 02:30:00,N_FULL_06,Full,0.036904,-0.020848,0.042385,0.000636,0.003814,0.055269,0.076776,0.043308,19.4962,0.4123,0.2695,0.2327,1.396,0.2695,0,0.0,0.0,0.0
2026-01-01 02:40:00,N_FULL_01,Full,0.03582,-0.022047,0.042061,0.000322,0.001932,0.046273,0.065236,0.032964,18.3176,0.5209,0.075,-0.0032,-0.019,0.2253,0,0.0,0.0,0.0
2026-01-01 02:40:00,N_FULL_02,Full,0.033804,-0.020152,0.039355,0.000731,0.004384,0.042901,0.050646,0.031502,20.0822,0.7399,0.0073,-0.1009,-0.6052,0.1786,0,0.0,0.0,0.0
2026-01-01 02:40:00,N_FULL_03,Full,0.034616,-0.019301,0.039634,-0.002314,-0.013886,0.042609,0.055942,0.034008,21.6097,0.7807,0.0,-0.0828,-0.4965,0.1752,0,0.0023,0.0,0.0
2026-01-01 02:40:00,N_FULL_04,Full,0.035626,-0.019746,0.040733,0.001245,0.007471,0.050383,0.070518,0.041649,20.2544,0.659,0.2481,0.1569,0.9414,0.2481,0,0.0058,0.0,0.0
2026-01-01 02:40:00,N_FULL_05,Full,0.036805,-0.020677,0.042216,0.002844,0.017065,0.05565,0.078872,0.047103,20.2894,0.5511,0.1424,0.0579,0.3475,0.1424,0,0.0,0.0,0.0
2026-01-01 02:40:00,N_FULL_06,Full,0.036976,-0.020843,0.042446,6.1e-05,0.000365,0.043634,0.054651,0.032205,19.5896,0.319,0.0,-0.2695,-1.6172,0.2695,0,0.0,0.0,0.0
2026-01-01 02:50:00,N_FULL_01,Full,0.035549,-0.019805,0.040693,-0.001367,-0.008204,0.058848,0.070736,0.048625,20.6135,0.7905,0.0,-0.075,-0.45,0.2253,0,0.0,0.0,0.0
2026-01-01 02:50:00,N_FULL_02,Full,0.033393,-0.022051,0.040017,0.000662,0.003973,0.048872,0.058946,0.037491,21.0658,0.4766,0.0289,0.0216,0.1293,0.1786,0,0.0,0.0,0.0
2026-01-01 02:50:00,N_FULL_03,Full,0.034491,-0.019758,0.039749,0.000115,0.000691,0.048018,0.062508,0.038702,20.1504,0.5022,0.0915,0.0915,0.549,0.1752,0,0.0,0.0,0.0
2026-01-01 02:50:00,N_FULL_04,Full,0.033941,-0.020922,0.039872,-0.000861,-0.005167,0.034407,0.045859,0.025472,19.2759,0.4115,0.0255,-0.2226,-1.3354,0.2481,0,0.0008,0.0,0.0
2026-01-01 02:50:00,N_FULL_05,Full,0.036305,-0.022565,0.042746,0.00053,0.003181,0.054138,0.064012,0.042355,20.3836,0.43,0.0687,-0.0738,-0.4427,0.1424,0,0.0009,0.0,0.0
2026-01-01 02:50:00,N_FULL_06,Full,0.034724,-0.022242,0.041237,-0.001209,-0.007256,0.033334,0.038914,0.0285,20.4656,0.3494,0.1671,0.1671,1.0029,0.2695,0,0.0002,0.0,0.0
2026-01-01 03:00:00,N_FULL_01,Full,0.033347,-0.021562,0.03971,-0.000983,-0.005899,0.040146,0.048689,0.028348,21.705,0.6287,0.0,0.0,0.0,0.2253,0,0.0,0.0,0.0
2026-01-01 03:00:00,N_FULL_02,Full,0.034244,-0.021234,0.040292,0.000276,0.001654,0.04514,0.058823,0.032048,20.2715,0.2276,0.0358,0.0069,0.0415,0.1786,0,0.0016,0.0,0.0
2026-01-01 03:00:00,N_FULL_03,Full,0.036198,-0.022033,0.042376,0.002627,0.015764,0.04923,0.067867,0.041824,20.6955,0.6659,0.0413,-0.0502,-0.3011,0.1752,0,0.0,0.0,0.0
2026-01-01 03:00:00,N_FULL_04,Full,0.034609,-0.021857,0.040933,0.001061,0.006368,0.055279,0.067733,0.042644,20.6732,0.6308,0.0437,0.0181,0.1089,0.2481,0,0.0005,0.0,0.0
2026-01-01 03:00:00,N_FULL_05,Full,0.034092,-0.01943,0.03924,-0.003506,-0.021034,0.047006,0.064178,0.039339,20.733,0.3905,0.0606,-0.0081,-0.0486,0.1424,0,0.0014,0.0,0.0
2026-01-01 03:00:00,N_FULL_06,Full,0.03554,-0.019848,0.040707,-0.00053,-0.00318,0.04776,0.066424,0.04074,19.3347,0.6018,0.0,-0.1671,-1.0029,0.2695,0,0.002,0.0,0.0
2026-01-01 03:10:00,N_FULL_01,Full,0.03425,-0.020743,0.040041,0.000331,0.001987,0.052606,0.074244,0.046144,19.6358,0.3501,0.0526,0.0526,0.3157,0.2253,0,0.0,0.0,0.0
2026-01-01 03:10:00,N_FULL_02,Full,0.035147,-0.024327,0.042745,0.002453,0.014717,0.050243,0.061243,0.043722,19.6647,0.6207,0.1131,0.0773,0.464,0.1786,0,0.0016,0.0,0.0
2026-01-01 03:10:00,N_FULL_03,Full,0.033496,-0.020387,0.039212,-0.003164,-0.018983,0.045019,0.055274,0.035245,19.8709,0.7108,0.1492,0.1079,0.6475,0.1752,0,0.0015,0.0,0.0
2026-01-01 03:10:00,N_FULL_04,Full,0.033866,-0.022408,0.040608,-0.000325,-0.001949,0.052199,0.070948,0.036711,20.3704,0.3848,0.0913,0.0476,0.2856,0.2481,0,0.0,0.0,0.0
2026-01-01 03:10:00,N_FULL_05,Full,0.034453,-0.020162,0.039919,0.000679,0.004072,0.047058,0.063666,0.036693,19.6753,0.2631,0.0,-0.0606,-0.3634,0.1424,0,0.0005,0.0,0.0
2026-01-01 03:10:00,N_FULL_06,Full,0.032415,-0.020857,0.038546,-0.002161,-0.012966,0.049351,0.068674,0.039206,21.1871,0.4161,0.0203,0.0203,0.1219,0.2695,0,0.0011,0.0,0.0
2026-01-01 03:20:00,N_FULL_01,Full,0.035153,-0.02058,0.040734,0.000693,0.004157,0.05264,0.071906,0.043468,21.316,0.6482,0.1559,0.1033,0.6197,0.2253,0,0.0,0.0,0.0
2026-01-01 03:20:00,N_FULL_02,Full,0.035432,-0.021073,0.041225,-0.001521,-0.009124,0.054781,0.075757,0.045034,20.1504,0.3835,0.0902,-0.0229,-0.1375,0.1786,0,0.0,0.0,0.0
2026-01-01 03:20:00,N_FULL_03,Full,0.035483,-0.021085,0.041274,0.002062,0.012372,0.050835,0.065107,0.043395,20.5525,0.4033,0.0,-0.1492,-0.8954,0.1752,0,0.0,0.0,0.0
